0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,t_Drift,temperature,WF,D_N,D_C
-9.5184831e-18,1.0377724e-10,1.1689434e-09,1.2130648000000002e-08,1.2297708e-07,1.215172e-06,1.1501459e-05,9.7192593e-05,0.00056953022,0.0018052997,0.0036496029,0.005829803299999999,0.0081963348,0.01067377,0.013220838,0.015812734,0.018433182,0.021070831,0.023717223,0.026365793999999998,0.029011243,0.031649107,0.034274303,0.036884566,0.039477556000000004,0.042050747,0.044601884,0.047128948,0.049630127,0.052103792999999995,0.054548489000000006,0.056962911,0.059345898,0.061696429000000004,0.06401361,0.066296671,0.06854494900000001,0.07075789099999999,0.072935042,0.075076038,0.077180606,0.079248553,0.081279763,0.083274189,0.08523185300000001,0.087152834,0.08903727199999999,0.090885353,0.092697316,0.094473437,0.096214036,0.097919466,9,377,5.014,4e+16,3.4e+16
-1.4166196e-18,2.1307203e-10,2.0635245e-09,1.8106659000000002e-08,1.5498357e-07,1.2954848999999998e-06,1.0423783e-05,7.6446205e-05,0.00042221781,0.0013824131,0.0029099505,0.0047757641,0.0068337886,0.0090075755,0.011255016999999999,0.013551001000000002,0.015879318,0.018228747,0.020591128,0.022960201,0.02533099,0.027699406,0.030061975,0.032414802,0.034755687,0.03708303,0.0393948,0.041689175,0.043964511,0.046219325,0.048452273,0.050662146,0.052847847999999996,0.055008399000000006,0.057142917,0.059250616,0.061330808,0.063382889,0.065406336,0.067400705,0.069365623,0.07130078599999999,0.073205953,0.075080946,0.076925641,0.078739968,0.08052390599999999,0.082277481,0.08400076199999999,0.085693855,0.087356906,0.08899009199999999,9,406,5.062,4e+16,3.4e+16
-1.4505379e-19,1.1749573000000001e-12,1.3749875e-12,4.7105370000000005e-12,6.2443374e-11,1.05027e-09,1.7643919e-08,2.8900346e-07,4.5355245e-06,6.4017234e-05,0.00058768515,0.0022633975,0.0048081679,0.0077739875,0.010954273,0.014254397,0.017624856,0.021036201,0.024469145,0.027909974,0.031348307,0.034775793,0.038183443,0.041567714,0.044924005,0.048248017000000004,0.051535972,0.054784528,0.057990723,0.061151933,0.064265865,0.067330513,0.070344139,0.073305249,0.076212582,0.079065087,0.08186191,0.084602378,0.087285986,0.089912395,0.092481429,0.09499306699999999,0.09744743300000001,0.09984478599999999,0.10218551,0.10447011,0.10669919,0.10887343,0.11099353,0.1130603,0.11507454,0.11703714,9,312,5.099,4e+16,3.4e+16
-4.4956327999999994e-18,1.2666592e-12,2.9582421e-12,3.4852996000000005e-11,6.3071943e-10,1.1561526000000002e-08,2.0680217000000004e-07,3.5462942000000004e-06,5.4955456999999995e-05,0.0005576786900000001,0.0022732984,0.0049193579,0.008007747800000001,0.011317792,0.014750204,0.018253542,0.021797367999999998,0.025361758999999998,0.028932557999999997,0.03249903,0.036052071,0.039582953,0.043088180999999996,0.046562612999999996,0.050001752000000003,0.053401628,0.056758728,0.060069932,0.063332502,0.066544046,0.06970249099999999,0.07280606099999999,0.07585325400000001,0.078842816,0.08177372599999999,0.084645175,0.08745655199999999,0.09020742699999999,0.092897538,0.09552676800000001,0.098095139,0.1006028,0.10305003,0.10543726,0.10776503,0.11003399999999999,0.11224493,0.11439868,0.11649619,0.11853845,0.12052646,0.12246126,9,303,5.013,4e+16,3.4e+16
3.2744555000000003e-18,4.236802e-09,2.9739776e-08,1.8248995999999998e-07,1.0823829e-06,6.2398573e-06,3.4170313e-05,0.00016407542000000002,0.00058579322,0.0014277128,0.0026089286999999997,0.0040050902,0.0055346717,0.0071505619,0.0088247128,0.010539508000000001,0.012283226000000001,0.014047641000000001,0.015826688999999998,0.017615783,0.019411256,0.021210158,0.023010017,0.024808726,0.026604447000000003,0.028395187000000002,0.030179256,0.031956106,0.033724582,0.035483636,0.037232308,0.038969718,0.040695059,0.042407586,0.044106618,0.04579152400000001,0.04746173,0.049116705,0.050755967,0.052379076,0.053985634000000005,0.055575279000000005,0.057147689,0.058702574,0.060239680999999996,0.061758787,0.063259702,0.064742263,0.06620633599999999,0.067651812,0.069078607,0.070486662,9,484,5.127,4e+16,3.4e+16
-9.3514909e-19,1.1521773999999999e-10,1.0881403e-09,9.3360785e-09,7.8268228e-08,6.4270522e-07,5.119076999999999e-06,3.8271342e-05,0.000236723,0.0009347635800000001,0.0022478891,0.0039701191,0.005924865200000001,0.0080169838,0.010195203,0.012429783,0.014702055,0.016999391000000003,0.019312802,0.021635482999999997,0.023962146,0.026288479,0.028610878,0.030926125,0.033230344,0.035522632,0.037800956000000004,0.04006346,0.042308473,0.044534483,0.046740125,0.048924160999999994,0.051085473,0.053223054000000006,0.055335996,0.057423487,0.059484802999999996,0.06151931,0.063526453,0.065505753,0.067456803,0.069379261,0.071272853,0.073137361,0.074972625,0.076778538,0.07855504099999999,0.080302123,0.08201981400000001,0.083708185,0.08536734300000001,0.08699743199999999,9,411,5.097,4e+16,3.4e+16
-2.5940645e-18,4.5756778e-10,4.2023875e-09,3.4707335e-08,2.7906240999999997e-07,2.1873413e-06,1.6417881e-05,0.00011004626,0.00053378807,0.0015577375,0.0030799918,0.0048962827,0.0068829623,0.0089742342,0.011133066,0.013336978999999999,0.01557127,0.01782566,0.020092629,0.022366376,0.024642277,0.026916531,0.029185905,0.031447012999999996,0.033697239,0.035935387,0.038159557999999996,0.040368044,0.042559303,0.044731938,0.046884685,0.049016396,0.051126035,0.053212665,0.05527544400000001,0.057313616,0.059326507,0.061313527,0.063274158,0.065207955,0.067114538,0.068993588,0.070844848,0.072668115,0.074463239,0.07623012,0.077968701,0.079678971,0.08136096,0.083014731,0.084640386,0.08623805699999999,9,417,5.061,4e+16,3.4e+16
2.0719022e-18,1.7288567000000002e-11,1.6154453e-10,1.4443891e-09,1.2721528e-08,1.1028385e-07,9.3556428e-07,7.665219e-06,5.7990944e-05,0.00034267883,0.0012171014,0.0026942681,0.0045407665000000005,0.0065956689,0.0087747841,0.011032303,0.013341236999999999,0.015684353999999998,0.01804981,0.02042907,0.022815609,0.025204265,0.027590816,0.029971687,0.032342987999999996,0.03470223,0.037047881,0.03937786,0.041690302,0.043983525999999995,0.046256016,0.048506400000000005,0.05073344,0.05293602099999999,0.05511314,0.057263898,0.059387496,0.061483229,0.063550484,0.065588729,0.067597512,0.069576455,0.071525248,0.073443649,0.075331476,0.077188607,0.07901497099999999,0.08081055,0.08257537200000001,0.084309508,0.086013072,0.087686211,9,404,5.149,4e+16,3.4e+16
-4.2717134e-19,2.3628875e-12,1.7198320000000002e-11,1.9914415e-10,2.4053078e-09,2.8724114e-08,3.3559509000000004e-07,3.787699e-06,3.9677288e-05,0.00032089047,0.00137594,0.0032432033,0.0055692287,0.0081367989,0.010841673000000001,0.013629757,0.016469847,0.019342051000000002,0.022232758,0.025131966000000002,0.02803198,0.03092659,0.033810291,0.036677369,0.039525948,0.042352734,0.045154817,0.047929604,0.050674786,0.053388298,0.0560683,0.058713149000000006,0.061321398,0.06389178,0.066423194,0.068914693,0.071365476,0.073774878,0.076142362,0.07846751099999999,0.08075002,0.082989687,0.085186409,0.087340171,0.089451041,0.091519165,0.09354475699999999,0.09552809599999999,0.09746951599999999,0.099369409,0.10122821,0.10304639,9,354,5.094,4e+16,3.4e+16
2.2831097000000002e-18,1.4004872e-12,4.6311441e-12,4.7428185e-11,6.0984755e-10,7.8951183e-09,1.003922e-07,1.2404961e-06,1.4552747999999998e-05,0.00014605152,0.00087303784,0.0025499113,0.0048444119,0.0074551969,0.010238307,0.013122723000000001,0.016069323,0.01905407,0.022060929,0.025078366,0.028097646,0.031111801,0.034114824,0.037100253,0.04006602,0.043008524000000006,0.045924575999999995,0.048811344000000007,0.05166631,0.05448723,0.057272107,0.060019166,0.062726857,0.065393824,0.068018889,0.070601043,0.073139439,0.075633379,0.078082307,0.080485801,0.082843561,0.085155403,0.087421247,0.089641112,0.091815109,0.09394342900000001,0.096026341,0.09806418300000001,0.10005735,0.1020063,0.10391155,0.10577362,9,344,5.113,4e+16,3.4e+16
-7.890337100000001e-19,2.3992736e-08,1.7317318e-07,1.0919116e-06,6.5960401e-06,3.7631581e-05,0.00018557562,0.00066160193,0.0015852288,0.0028532728000000003,0.0043347302,0.0059477304,0.0076456003,0.0094006215,0.011195367,0.013018198,0.014860894,0.016717394,0.018583052,0.020454174,0.022327737,0.024201215,0.026072441000000002,0.02793949,0.029799822000000004,0.031652744,0.033497137999999996,0.035331805,0.037155653,0.038967685,0.040766986,0.04255272,0.044324117,0.046080471,0.047821137,0.049545524,0.051253094000000006,0.052943356,0.05461587,0.056270235,0.057906094000000005,0.05952313,0.061121065,0.062699659,0.064258704,0.065798025,0.06731748,0.068816954,0.070296362,0.071755645,0.073194768,0.07461372,9,472,5.027,4e+16,3.4e+16
-2.3404402e-19,4.0538661e-08,2.7214303000000003e-07,1.5832568999999999e-06,8.7952054e-06,4.594621e-05,0.00020626846999999998,0.00067775091,0.0015490843,0.0027268883000000003,0.0040983451,0.0055914455,0.0071642025,0.008791273399999999,0.010456554,0.012149222,0.013861624,0.015588086000000001,0.017324298000000002,0.019066800000000002,0.020812808999999998,0.022559982000000003,0.024306324,0.026050095,0.027789538,0.029522752000000003,0.031249372999999997,0.032968305,0.034678548999999996,0.036379192000000005,0.038069395,0.039748387999999996,0.041415459,0.043069955,0.044711272,0.046338856,0.047952195999999996,0.049550826,0.051134317,0.052702282,0.054254368,0.055790257,0.057309661,0.058812327000000005,0.060298030999999995,0.061766579,0.063217802,0.064651559,0.066067732,0.067466228,0.06884697599999999,0.070209925,9,493,5.047,4e+16,3.4e+16
8.525595699999999e-19,4.0390334e-11,4.1631226e-10,3.9950594e-09,3.7589257000000006e-08,3.4673634e-07,3.1073976e-06,2.6327946e-05,0.00018852916,0.0008574214500000001,0.0022304776,0.0040803876,0.0061941756999999995,0.0084598457,0.010818752,0.013237563,0.015695616000000003,0.018179024,0.020677947,0.023184952,0.025694223,0.02820103,0.030701387000000004,0.033190883,0.035667039,0.038127994,0.04057146,0.042995387999999995,0.045397938,0.047777455,0.050132445,0.052461568,0.054763617,0.057037514000000004,0.059282297000000005,0.061497120999999995,0.063681247,0.065834034,0.067954937,0.070043498,0.072099341,0.07412217,0.076111759,0.078067953,0.07999066099999999,0.08187985,0.083735543,0.085557815,0.08734678800000001,0.08910262699999999,0.090825539,0.092515764,9,391,5.083,4e+16,3.4e+16
-1.0485437e-18,1.9992228e-11,1.8382365e-10,1.6011799e-09,1.372398e-08,1.1578621999999999e-07,9.5619834e-07,7.6310534e-06,5.6351966e-05,0.00032808163,0.0011661123,0.0025955828,0.0043929754,0.006399148100000001,0.0085300527,0.01073985,0.013001539,0.01529791,0.017617153,0.019950785,0.022292329,0.024636675,0.026979659,0.029317764,0.031647457999999996,0.033965672,0.036271217,0.038562051,0.040836341,0.043092437000000004,0.045328848,0.047544225,0.049737345999999995,0.051907112000000005,0.054052527999999996,0.056172705999999996,0.058266846,0.060334244,0.062374282999999996,0.064386425,0.066370208,0.068325243,0.070251207,0.07214784099999999,0.074014947,0.075852382,0.07766005599999999,0.079437929,0.08118600599999999,0.08290433400000001,0.08459300199999999,0.08625213300000001,9,409,5.157,4e+16,3.4e+16
1.7603939999999997e-18,1.4856588e-12,5.878993e-12,6.495288199999999e-11,8.5189218e-10,1.1176783000000002e-08,1.4379491e-07,1.7935463e-06,2.1078029e-05,0.00020392078,0.0010910252,0.0029154658,0.0052998946,0.0079706887,0.010799352,0.013721539,0.016701178,0.019715751,0.022750059,0.025793051,0.028836276,0.031872942,0.034896659,0.037902079,0.040886694,0.043846933,0.046779641,0.049682015999999996,0.052551562999999996,0.055386064000000006,0.05818354,0.060942240999999994,0.063660643,0.066337416,0.06897141700000001,0.071561665,0.074107342,0.076607778,0.079062446,0.081470951,0.08383302299999999,0.086148507,0.088417356,0.09063961599999999,0.092815429,0.094945015,0.097028672,0.099066765,0.10105972,0.10300802,0.10491219,0.10677282,9,342,5.098,4e+16,3.4e+16
