,R0,R1,PMOS_Num,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
21,400,39000,1,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.98999999999997,2.98999999999901,2.99000000023115,2.99000003079382,2.99000041206679,2.99012868729555,2.97266259408989,2.97556200310125,2.97301366715786,2.97299989947899,2.97299999849422,2.973,2.97299999009547,2.97299929405763,2.97307715882765,2.96667232854147,2.957,2.9569683710888,2.96154585902581,2.94033338931901,2.92265354123837,2.8884681975504,1.23369581497465,0.717443036463008,0.286315689230972,0.07480788376447,0.033746184872659,0.013414596282849,-1.44052816943003E-05,6.01463089931829E-07,-1.49080744576777E-08,6.44639335975743E-11,1.48740667926292E-12,-8.34727988119076E-15,3.63805173871312E-16,2.32287241093405E-18,-1.75245379179394E-20,8.76839210094891E-22,4.70197740328915E-38,0
22,4000,0,1,2.957,2.9569650618436,2.95461944995704,2.94085952949375,2.95150685855571,2.94812970823066,2.95935760952973,2.93992731248454,2.9400087051052,2.94086619461936,2.90662371652306,2.86600752580246,2.71871853709446,2.50482847202252,2.22320386053178,0.146280375843292,0.070503448367465,0.04927690359801,0.035455055466646,0.017406983944057,0.016847996134548,-0.000652559185424,-6.7762635780344E-21,4.97133933717721E-07,4.43989261954077E-05,-0.013561747576716,-0.01954564696444,-0.032982988401227,-0.032999305301732,-0.032999996607475,-0.033000000040383,-0.03300000000045,-0.032999999999999,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033
23,4000,400,1,2.957,2.95869997272287,2.95705814676563,2.94288221802314,2.95652894603643,2.9401237987291,2.95657356021618,2.95701879696133,2.95700863525904,2.95844157350592,2.94033201129014,2.89460303090098,2.78883616283988,2.66019478982513,2.4547024112799,2.2546157083244,1.24392566110978,0.138620260131046,0.103670051372509,0.093968658339603,0.06712849480926,0.068994084947921,0.050924663645318,0.051690051499903,0.032831187724133,0.03330597607015,0.017398703554375,0.017045867376679,0.002700209115352,4.06377666651221E-05,-1.08013766776009E-07,-4.14164851929381E-05,-0.035134172367188,-0.032977250133468,-0.033000930933265,-0.033000000531907,-0.033000000234458,-0.033000000001797,-0.033000000000041,-0.033000000000001,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033
24,51000,0,1,2.94,2.94,2.9399999999999,2.94000000003173,2.93999999935356,2.94000001493685,2.94000895712655,2.93986006205351,2.92420754849878,2.82706839717972,2.48110289867672,1.6854626141651,0.017767300866035,0.000271024950034,0.000608608074582,-0.03183364952179,-0.032973949193922,-0.032999956473318,-0.033000006611679,-0.032999999959878,-0.033000000000299,-0.033000000000005,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033
25,51000,51000,1,2.923,2.923,2.92300000000013,2.92299999996054,2.92300000078946,2.923,2.92298955367249,2.92326519766831,2.90528890055928,2.87786134712875,2.84829823656147,2.82536333315328,2.75432682698096,2.71173192938278,2.65978322343138,2.62301675233122,2.55801323195648,2.50466720146724,2.4552728367066,2.40168845110948,2.34107327811009,2.28140417206368,2.20238362818082,0.71298987264356,0.5975218335287,0.523576272146817,0.492745829842879,0.434,0.373318185927949,0.317671438642674,0.271490120831442,0.221011634317097,0.168069630701165,0.109241228764443,0.082876522802802,0.036741041254201,-0.001161760565228,0.000333269552243,-0.049243213657944,-0.04999756538598,-0.05000277045714,-0.049901818034328,-0.06650631126095,-0.047542801640337,-0.061753728041583,-0.049944962753449,-0.049999646410986,-0.050000002603104,-0.049999999799497,-0.05,-0.05
26,0,0,2,2.94,2.9400032043237,2.94023331622071,2.94369082046045,2.94008089794072,2.93975155316786,2.94457128647456,2.94212377143975,2.93931478994837,2.95842215327529,2.95692916943765,2.95699783798541,2.93986293278858,2.95583045201858,2.94255295113365,2.90603008025269,2.90748116165569,2.86926797160621,2.8046370196122,2.78483266264294,2.70614943884605,2.56908096401759,2.20883399405554,0.486859655129812,0.252661220439301,0.149618566887109,0.119785967302083,0.082866589756286,0.049328130380999,0.029566114048821,0.017017459078255,-0.000536625329495,-0.002153903318427,-0.032832755999058,-0.033006395513889,-0.032999998872438,-0.032999999562376,-0.033000000021707,-0.032999999999937,-0.032999999999999,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033
27,0,100,2,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.95699999999999,2.95700000000011,2.95700000019901,2.95699999444087,2.9570013063343,2.95696955166203,2.95631439252784,2.93972527889782,2.9229787724455,2.90544832192182,2.88084400045174,2.86339994477567,2.80757272629241,2.74701655515919,2.68769666109403,2.5999040211027,1.8998972223846,0.425927242527226,0.283943774490235,0.23288187599504,0.150252445446511,0.097033123675228,0.084304548535494,0.057008303391594,0.032298231982884,0.017202633108733,-0.00165193731744,1.51413456027524E-05,-3.53066662296767E-07,-3.26185969302737E-09,-2.06011710198335E-11,3.04872937966097E-12,1.34001744169344E-14,-1.45909170105302E-16,-1.79618581017174E-18,-9.6963940408297E-22,1.29781360439725E-22,7.82120825581275E-25,-5.36582855236264E-27,2.61647802896932E-28,1.08055667921101E-30,-1.37746193010727E-32,-1.5738679701864E-34,0
28,0,1000000,2,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.02300000000626,3.0230000005248,3.02299994471785,3.02300319268671,3.02299277773667,3.05448800270651,0.844542162324959,0.298432825664377,0.055948554229729,-1.51384239948503E-05,-1.90017285906628E-06,2.49359007727181E-08,-3.17034742655922E-10,-3.2847202718989E-12,1.52399484785854E-13,-8.9055597343998E-16,-5.08570415255109E-18,4.43077885491188E-20,1.25883116641963E-21,0
29,0,249000,2,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.007,3.00699999999999,3.00700000000003,3.0069999999396,3.0069999947128,3.00699981537097,3.00696891540081,3.00606002176006,2.98085294527254,1.01046007075134,0.222382888224976,0.075116091578866,0.031068631201239,0.016955606288534,0.016999332195134,0.016999998692012,0.016999987145126,0.017001844083905,0.016905129284078,0.019261988305808,0.014639042190209,0.000443664552195,0.017152526121677,0.017
30,0,39,2,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.95699999999997,2.95699999993986,2.95700000167982,2.95699986666488,2.95696976055463,2.95631858772658,2.93980097722073,2.92380167352628,2.90682162071596,2.86184132201485,2.84022742282924,2.77670178977505,2.70109479805974,2.57051350126409,2.43569494436157,0.436431615319653,0.279929473695965,0.210243414527843,0.148599194877067,0.100056674353592,0.071824369359657,0.049750629260987,0.031401192560743,0.017390396318255,0.001897315043031,3.92034473232355E-05,-3.10520348606813E-07,7.23473996095837E-09,6.35143306980673E-11,-1.53262796473783E-13,1.85036709576075E-14,8.13296617689477E-17,-8.7323327192952E-19,-2.23141539040353E-20,1.98751557749656E-23,-2.22523362038702E-24,-1.6035223965397E-26,8.50262742457266E-28,-5.36596830476632E-30,-2.21557562390939E-32,2.85381056886051E-34,6.48932840772761E-36,0
31,0,39000,2,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.9569999999999,2.95700000000107,2.95700000116127,2.95700007619013,2.95699079813473,2.95438450405302,2.93999689467794,2.9395077544021,2.9232923873069,2.88613165116178,1.8027756471702,0.451713106205037,0.090494459425142,0.014486629586308,4.44001557907557E-05,5.4270569368181E-07,-3.93715427273765E-10,-4.2796432851404E-11,6.61289524529312E-13,1.94929617255827E-14,2.97300650280558E-16,1.55368606588874E-19,-2.27674655640003E-20,-1.26378757557036E-22,1.11521347569253E-24,-1.17663438358612E-25,0
32,0,400,2,2.973,2.973,2.973,2.973,2.973,2.973,2.973,2.973,2.973,2.97299999999858,2.97300000021491,2.97299999690037,2.97299921233912,2.97297806556283,2.9588282436538,2.9565895453073,2.93971456262902,2.93075784481756,2.91286581603894,2.89314716345952,2.87198608539811,2.8229765523442,2.79157953472688,2.73118313845919,2.6236869026027,1.62240211319389,0.575974739421556,0.382187571518939,0.295895675692095,0.200137424525866,0.156882189264574,0.099537060272594,0.069218962740151,0.037192171371387,0.031810375729862,0.017099134965096,0.00453827220219,0.016286144937545,0.00816967773266,0.000393085820769,-0.001587695865378,-0.000879769971486,0.007737987191876,0.01462382005109,-0.001005733489599,0.01529438525579,0.019075715803099,4.49226749643467E-05,0.017839303715098,0.016917479041542,0.0085
33,0,4000,2,2.973,2.973,2.973,2.973,2.973,2.973,2.973,2.973,2.973,2.973,2.97299999999986,2.97300000001392,2.97300000061718,2.97299986455953,2.97298094765233,2.97274037700611,2.95744327245396,2.95700074090009,2.95699995984202,2.95699882328035,2.95709786967007,2.93817327058373,2.94008407079247,2.93982095641011,2.92252934126838,2.92261326831355,2.90312408516494,2.89,2.84540120079301,2.81404173241381,2.73283639273264,0.91028180320282,0.549552300991503,0.309613179544779,0.179260566523072,0.066349537829961,0.013527818249124,0.0005496215136,-3.93431966551471E-06,-6.39404284129684E-09,2.88041270157416E-10,-5.70934334061029E-12,2.8615950027272E-14,6.18768212105146E-16,1.12704587275699E-18,6.2588630098586E-19,-3.79810197487537E-21,2.82961172128041E-23,4.54938581586082E-25,1.16444539269078E-39,0
34,0,51000,2,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.023,3.02299999999981,3.02300000000218,3.02299999923148,3.02299995266465,3.02300571690094,3.02453038489722,3.00702868872882,3.00695937343679,3.00417524987801,2.97544648714984,2.97680946595815,0.669256373135579,0.195419923953143,0.080257245303291,0.052997121176243,0.050031809792929,0.049999974952225,0.04999999727741,0.050000000040493,0.049999999999623,0.049999999999994,0.05,0.05,0.05,0.05,0.05,0.05
35,100000,1700,2,3,2.9999999999999,3.00000000000238,2.99999999978227,2.99999994508641,2.99999927851965,3.00065043032617,2.98177560661194,2.93672758049793,2.74689006645991,2.39698907618522,0.689329351050125,0.078175240909544,0.059269290867831,0.059990385431766,0.060000003636348,0.060000563415608,0.060042630526342,0.061258180015946,0.042869120136996,0.042999909449625,0.043000032002271,0.042999999813419,0.043000000001587,0.043000000000022,0.043,0.043,0.042999999999989,0.043000000001095,0.042999999812196,0.043000000531391,0.043001128383467,0.042985799989231,0.04466045542336,0.024559037167389,0.027010651391126,0.034485755952535,0.02705483169866,0.027001072873007,0.027000013990617,0.026999999994919,0.026999999996736,0.027000000000018,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
36,100,0,2,2.973,2.97299938366127,2.97309379222966,2.97208401768705,2.97069758375455,2.99026855463039,2.97327955282207,2.97300251873627,2.97299999851876,2.97299999892798,2.97299992926515,2.97300651018994,2.97442165826246,2.95691518641636,2.93857039889502,2.91852425737556,2.87348198295245,2.81665486998247,2.76905463323761,2.69251321339556,2.55353216351675,1.83938103610598,0.433406560804086,0.258970968389612,0.169776694032528,0.129018762534611,0.115062891594327,0.084681558100578,0.068101845020826,0.049895748519075,0.032901863203305,0.031717313092242,0.017042212206591,0.017010800253836,0.016865653951381,0.012201417189438,0.000152927195446,-3.0261445154308E-07,3.95536135352667E-08,-2.95970323904046E-07,3.87360918285946E-05,0.008347466960697,0.000228899019669,-6.71331920671605E-06,3.45301011105186E-07,-5.05652005464595E-10,5.69374749946725E-11,2.25476211945701E-13,-2.90136358348158E-15,-3.51051167807174E-17,0
