BV,X,Y,etime,gap,width,ngr,sigma,depth
-269.975565508,0.734130859375,4.43745605469,6173.808237314223,4.96,1.43,23,0.037,0.94
-578.04419647,0.5146484375,4.51009765625,9776.69174170494,1.64,4.63,16,0.0511,0.73
-268.92375169900004,-0.186279296875,4.4780078125,4956.0747027397165,0.87,0.82,26,0.0679,0.02
-216.64245914900002,-0.0517578125,4.521704101559999,5056.563163757324,3.79,3.86,24,0.0538,0.17
-328.506360738,-0.09423828125,4.539526367190001,8409.232605695724,1.65,2.74,27,0.0897,0.13
-192.31976783599998,-0.25,4.53466796875,2043.573377132416,4.73,2.92,5,0.0794,0.04
-701.065702689,0.04736328125,4.4609375,4419.444808721541,0.99,2.54,6,0.0708,0.23
-205.096365726,-0.24645996093800002,4.58984375,5297.287569761276,3.85,2.69,25,0.0851,0.05
-214.521513716,0.550048828125,4.50546875,1403.0976202487946,4.02,0.68,1,0.0186,0.79
-238.55881354,0.033203125,4.529765625,4987.21937417984,4.12,4.35,22,0.0692,0.25
-226.71249635400002,0.259765625,4.45638671875,3468.293586730957,2.49,2.59,6,0.0222,0.49
-198.11890133900002,0.422607421875,4.4809375,1646.8795502185822,4.59,1.95,3,0.0338,0.66
-293.237119342,0.38720703125,4.534921875,5996.650720119476,4.13,4.81,13,0.0893,0.6
-216.80835551,0.252685546875,4.447421875,1700.1120438575745,3.87,2.56,3,0.0259,0.47
-304.738246402,0.4013671875,4.47794921875,1944.3954939842224,4.02,3.41,3,0.0883,0.58
-523.320579165,0.146484375,4.4427734375,7380.322887182237,1.16,1.32,30,0.0479,0.33
-190.900709663,0.111083984375,4.490234375,5144.144751310349,4.97,3.73,25,0.0329,0.33
-319.537360534,0.18896484375,4.49345703125,3770.5814764499664,2.72,0.76,17,0.094,0.35
-345.833229913,0.72705078125,4.5240234375,5112.715663671494,2.84,4.31,12,0.0593,0.94
-312.664175825,0.58544921875,4.47509765625,6559.990054368974,3.79,2.96,19,0.0809,0.76
-273.73886539299997,0.30224609375,4.498046875,1096.0405066013336,4.28,0.26,0,0.0712,0.49
-453.14956419,0.04736328125,4.4427734375,5910.968885421753,1.17,2.55,20,0.0445,0.26
-268.051302235,0.65625,4.47858886719,7499.426850318909,2.06,3.01,23,0.0214,0.89
-177.585200402,0.011962890625,4.47694335938,5005.169310092926,3.39,3.08,24,0.0345,0.24
-381.54281858,0.203125,21.4380859375,3246.187569856644,0.76,2.06,6,0.0918,0.41
-246.268506683,0.47216796875,4.47421875,2707.471873998642,4.74,1.71,11,0.0507,0.66
-338.446452297,-0.193359375,4.4939453125,2883.4011216163635,0.69,1.97,9,0.0437,0.04
-173.80461218,-0.15087890625,4.51166015625,3258.5132513046265,2.01,3.21,18,0.0468,0.08
-156.836394985,-0.25,4.4953125,4201.901676893234,1.88,4.26,21,0.0499,0.02
-317.617965055,0.748291015625,4.5154589843699995,7436.3174464702615,2.81,4.15,19,0.0277,0.98
-228.850406986,0.450927734375,4.469677734369999,4699.8886716365805,4.81,2.74,16,0.0375,0.66
-275.699490985,0.259765625,17.792578125,3400.5716712474823,0.45,0.25,19,0.0631,0.45
-235.700677409,0.07568359375,4.5080566406300004,1931.747846364975,2.94,4.47,5,0.0531,0.29
-194.926857014,-0.172119140625,4.5251171875,2692.391463756561,3.54,2.84,7,0.0818,0.06
-94.43815218489999,-0.21105957031300002,4.481640625,3987.865086078644,2.5,4.4,31,0.013,0.03
-387.70223134699995,0.719970703125,4.4455078125,5040.047564744948,2.15,3.83,10,0.0291,0.94
-330.97506818700003,0.50048828125,17.8161132813,3303.845052719116,0.81,1.86,5,0.0484,0.71
-260.686100911,0.18896484375,4.4865722656300004,4140.340545177461,1.93,1.87,22,0.0357,0.4
-313.261738676,0.67041015625,4.53564453125,6923.369815111159,4.57,0.84,20,0.0957,0.85
-207.99119835,0.210205078125,4.47541015625,3358.5799856185913,3.96,1.56,18,0.0338,0.43
-179.385659831,-0.058837890625,4.47802734375,2528.910164356232,4.85,1.26,11,0.0434,0.15
-305.991582512,0.281132076729,4.51822265625,7557.2262732982645,2.96,1.26,32,0.0787,0.46
-309.174401083,0.712890625,4.5185546875,7470.324800491333,4.47,0.71,31,0.0894,0.91
-282.682209934,0.592529296875,31.9614257813,5255.2151539325705,0.61,1.22,15,0.0327,0.83
-193.819742561,-0.25,4.57166015625,5165.324232339859,3.64,1.25,24,0.082,0.05
-517.780323309,0.67041015625,4.465234375,7046.46710395813,1.74,0.92,15,0.0456,0.86
-371.927624251,0.6845703125,16.191015625,3322.6592104434967,1.23,2.67,3,0.0618,0.88
-273.51672149,0.16064453125,4.48763671875,3841.399977207184,1.82,0.62,23,0.0501,0.36
-444.96165810199994,0.52880859375,4.5540625,2715.238106250763,2.51,0.88,6,0.0957,0.71
-283.88093300400004,0.3447265625,4.55629882812,3922.945111751557,4.04,1.29,16,0.0793,0.58
-225.266715412,0.181884765625,4.5065917968800004,3941.63881111145,2.4,2.08,22,0.0253,0.42
-169.947748504,-0.17919921875,4.511953125,1703.9765639305115,2.03,4.35,2,0.0496,0.06
-211.109276997,0.72705078125,4.4884765625,3174.5357270240784,2.96,4.39,6,0.0309,0.96
-195.02081401700002,0.068603515625,4.50585449219,2815.493963241577,3.09,2.34,17,0.0172,0.31
-322.014657132,0.69873046875,4.541015625,6872.031450510024,4.01,2.76,25,0.0866,0.89
-255.24402137200002,0.408447265625,4.43286621094,6998.801203727722,3.03,4.28,21,0.0282,0.63
-554.558190128,0.649169921875,17.9656640625,4061.114189863205,1.25,0.68,7,0.0395,0.85
-175.91183504400001,-0.15087890625,4.494140625,1290.1871449947355,1.8,1.29,2,0.0461,0.07
-102.07590021600001,-0.200439453125,4.478359375,1619.6266858577728,2.22,2.9,7,0.0208,0.04
-471.066060019,0.72705078125,4.51484375,8485.135408401491,2.19,1.77,23,0.0675,0.94
-302.020962239,0.479248046875,4.54426269531,6948.3056371212015,4.8,2.68,26,0.0856,0.68
-448.475521894,0.4580078125,4.459609375,10619.584260940552,2.0,4.87,22,0.0547,0.65
-246.273974273,-0.0517578125,4.53984375,7391.743370294572,2.55,4.58,30,0.0726,0.17
-250.94283468400002,0.44384765625,4.50720703125,1915.5957074165344,4.66,3.46,4,0.0509,0.66
-310.004470662,0.55712890625,28.784375,2646.468796730041,0.54,4.32,5,0.0605,0.76
-303.471364892,0.07568359375,4.5087890625,2177.3608465194698,2.39,1.26,5,0.0956,0.26
-318.739428956,0.408447265625,10.5646875,1633.2499198913574,0.41,1.61,3,0.0778,0.6
-142.519148024,-0.0836181640625,4.49155273438,2719.0256259441376,1.73,1.49,26,0.0127,0.16
-308.536130278,0.72705078125,31.008886718699998,3154.230729341507,0.79,4.52,5,0.0461,0.92
-294.162796604,0.10400390625,4.5446777343800004,4860.55649805069,2.74,2.24,20,0.087,0.31
-272.572936737,0.564208984375,4.51390625,1924.4526953697205,4.55,1.04,3,0.06,0.77
-356.32511921699995,0.535888671875,42.8479296875,6214.5607261657715,0.86,1.88,14,0.0156,0.78
-225.416799407,0.10400390625,4.46630859375,1317.918432712555,2.94,3.05,1,0.0376,0.33
-260.444373516,0.235798114023,4.53264160156,5948.995853662492,4.48,3.6,24,0.0601,0.46
-216.658147123,0.7412109375,4.43056640625,3573.8025753498077,3.67,1.1,16,0.0241,0.96
-297.92485105599997,0.6845703125,57.571484375,7722.938364505768,0.32,1.51,29,0.0549,0.9
-186.441725392,-0.193359375,4.5075,1722.1119520664215,3.38,0.55,6,0.0731,0.04
-216.813398309,0.436767578125,4.4833984375,2815.380216836929,4.69,2.79,9,0.0215,0.67
-259.20242026299996,0.026123046875,4.517626953130001,6077.686602354051,3.53,1.38,24,0.0847,0.22
-531.765154383,0.2314453125,28.9862109375,3799.371035337448,1.16,4.96,4,0.0459,0.45
-555.28600673,0.663330078125,76.1896484375,10711.466846466064,1.11,3.67,15,0.0421,0.9
-336.492086899,0.58544921875,13.43828125,2485.477581977844,0.74,3.71,2,0.0694,0.79
-322.548118222,0.75537109375,6.121875,1507.5089616775513,0.37,1.25,1,0.0873,0.94
-312.555130005,0.52880859375,4.53263671875,2469.6890060901637,3.58,0.63,7,0.0837,0.72
-184.399266879,-0.21813964843800002,4.5414892578099995,4187.2135882377615,4.64,2.55,21,0.0613,0.05
-302.819541556,0.27392578125,4.5783203125,6422.2182528972635,4.95,4.48,20,0.098,0.5
-340.620943872,0.21728515625,29.631796875,4197.516917705536,0.27,0.87,22,0.0809,0.42
-494.78808700400003,-0.1083984375,4.5887890625,1985.205723762512,1.21,1.41,2,0.098,0.15
-651.4614987809999,0.72705078125,4.493125,4852.365179538727,1.74,1.08,7,0.0677,0.92
-255.439768047,0.65625,4.48937988281,6093.890113830566,2.84,0.91,29,0.0442,0.88
-563.989692182,0.65625,4.526904296880001,4576.435437679291,2.31,3.96,5,0.0956,0.84
-392.351705785,0.78369140625,19.3921875,4160.945775270462,1.0,0.49,10,0.0822,0.97
-482.558245432,0.24560546875,4.55078125,3353.969999074936,2.06,4.69,5,0.0976,0.45
-330.84141834400003,0.10400390625,4.519921875,6941.682128190993,2.06,4.12,21,0.07,0.3
-259.92822752,0.5146484375,4.51037109375,1067.9452795982359,3.73,0.28,1,0.0598,0.74
-236.19235076099997,0.24560546875,4.51171875,5882.896119117737,3.38,4.44,25,0.0435,0.48
-250.49832173,0.6845703125,4.4560546875,3149.663062334061,3.16,4.53,10,0.0429,0.91
-288.84258813900004,0.5712890625,4.464921875,3468.225354909897,2.69,4.6,6,0.0405,0.77
-275.91526399400004,0.13232421875,4.536875,2984.362236738205,4.86,2.01,7,0.0903,0.34
-309.511141634,0.38720703125,4.57734375,7485.8779842853555,4.67,2.4,26,0.0972,0.6
-195.311308107,-0.18981933593800002,4.46257324219,6243.098899126054,0.78,3.79,31,0.0136,0.05
-188.12313269400002,0.111083984375,4.45849609375,4682.621244430542,3.57,2.43,29,0.0313,0.33
-293.987030108,0.4013671875,4.51959960937,3536.2272021770477,3.7,0.97,11,0.0836,0.61
-252.604327977,0.0048828125,4.5650390625,3297.8563611507416,4.84,3.84,10,0.0793,0.23
-213.208055957,0.25503412239100004,4.47978515625,3226.067566394806,2.31,1.72,15,0.0345,0.48
-163.065836338,-0.186279296875,4.524921875,4574.489046096802,3.12,1.74,23,0.0464,0.07
-215.13535293799998,0.21728515625,4.48177734375,3005.6214570999146,3.32,2.0,13,0.045,0.43
-326.657832799,0.462611734828,4.55625,3778.9088985919952,4.73,1.46,10,0.0983,0.67
-263.658116473,0.309326171875,4.5193652343699995,3518.0183334350586,2.68,2.05,9,0.0443,0.54
-251.345527239,0.390747070313,60.1125,6177.250278949738,0.5,3.21,15,0.0134,0.63
-305.340729403,0.3447265625,4.509814453130001,6912.05073595047,3.99,1.81,27,0.0882,0.52
-273.206414492,0.2880859375,4.450078125,5905.687702417375,3.88,3.31,23,0.062,0.48
-300.523189543,0.394287109375,4.546875,6737.5325191020975,4.65,1.0,30,0.0806,0.59
-222.215942342,-0.06591796875,4.50447265625,1918.671849966049,1.4,1.33,9,0.0233,0.17
-223.404305072,0.535888671875,4.499296875,1946.0492007732391,2.59,1.95,4,0.0155,0.78
-164.381896097,-0.25,4.49479980469,5028.830061674118,4.09,3.31,29,0.0489,0.01
-582.568443529,0.44384765625,4.443359375,3576.2936103343964,1.87,3.38,4,0.0827,0.6
-445.523022584,0.826171875,4.50576171875,8925.472993135452,2.61,0.73,30,0.0851,0.99
-291.544641274,0.1181640625,12.9158203125,2404.822345495224,0.5,1.18,5,0.0578,0.33
-197.99032475599998,0.266845703125,4.492578125,4817.218372106552,3.14,2.76,21,0.0282,0.5
-275.452874542,0.734130859375,4.5287109375,1784.8927671909332,4.58,2.82,2,0.056,0.96
-334.100873871,0.4013671875,4.48642578125,8553.525187969208,2.09,4.19,17,0.0456,0.62
-676.694824492,0.04736328125,6.576171875,4610.9629778862,0.78,1.32,10,0.0341,0.28
-278.40419600900003,0.08984375,4.50533203125,1719.6450335979462,4.14,2.77,3,0.0828,0.29
-246.540073968,0.550048828125,4.443359375,2751.3717839717865,3.6,3.4,9,0.0273,0.76
-212.551840433,0.67041015625,4.4794921875,1990.911134004593,2.56,3.55,6,0.0245,0.9
-464.98241718599996,0.465087890625,4.43359375,6125.513057470323,1.57,0.98,26,0.026,0.68
-262.246278708,-0.1083984375,4.48453125,2795.4857108592987,0.81,4.1,8,0.0199,0.13
-429.09157081300003,-0.25,4.567958984380001,4103.113242864609,1.01,1.66,13,0.0816,0.09
-337.957665989,0.67041015625,21.6125,3129.790590763092,0.96,4.74,3,0.058,0.87
-198.85218375,0.734130859375,4.49775390625,908.288063764572,3.36,1.29,1,0.0167,0.97
-223.89017655900003,0.181884765625,4.4963671875,1561.6777577400208,2.84,0.47,4,0.0447,0.39
-736.713579166,0.16064453125,43.90375,10430.23616194725,0.83,1.63,16,0.0641,0.38
-273.724672242,0.2314453125,30.7517578125,3539.123782634735,0.51,1.88,11,0.0402,0.44
-297.968033285,0.64208984375,4.5310546875,3320.1023695468903,4.34,4.82,5,0.0824,0.87
-371.862647469,0.4580078125,4.548598632809999,6388.258537054063,2.73,2.18,21,0.0852,0.68
-235.46502591799998,0.52880859375,4.46895019531,5625.000304222107,4.15,2.61,29,0.0403,0.75
-260.925220593,0.6845703125,4.4786328125,3927.0350229740143,2.96,1.73,17,0.0383,0.93
-327.070734223,0.1748046875,17.634375,2704.4045226573944,0.65,2.63,4,0.0789,0.38
-194.883984251,-0.2216796875,4.5090332031300004,5013.616525411606,2.93,4.12,25,0.0915,0.01
-353.633785745,0.295166015625,4.48095214844,9429.313578605652,1.69,3.2,23,0.0384,0.51
-267.610168312,0.58544921875,4.45908203125,5862.186564207076,3.39,3.35,21,0.048,0.79
-235.944722383,0.535888671875,4.47694335938,7447.928441524506,3.07,3.4,24,0.0426,0.74
-349.077356768,0.7412109375,4.49748535156,8659.74617600441,2.52,2.41,29,0.0574,0.95
-247.347436875,0.2880859375,4.4643701171900005,5555.622847318648,3.13,4.66,19,0.0517,0.5
-282.135337255,0.16064453125,4.48989257812,6238.895383834839,4.4,3.8,19,0.0895,0.34
-277.01454209900004,0.146484375,4.51185546875,3118.625330209732,5.0,3.54,6,0.0871,0.34
-171.796813476,0.486328125,4.464921875,1436.7642185688019,4.93,4.69,1,0.021,0.72
-227.42915260599997,-0.002197265625,4.482861328119999,6085.587991952895,3.39,4.09,24,0.0573,0.18
-248.65579256200002,0.04736328125,4.536328125,2043.4517905712128,2.35,0.73,10,0.0538,0.28
-267.282332305,0.27392578125,4.44755859375,2748.655086755753,3.81,4.29,8,0.049,0.48
-175.061943554,-0.25,4.537109375,2707.448127746582,3.06,1.44,17,0.0635,0.06
-218.14732355400002,-0.09423828125,4.4859375,3812.3101301193237,1.54,0.73,26,0.0519,0.12
-269.376616073,0.762451171875,4.500859375,4554.038405418396,2.92,0.55,18,0.0344,0.98
-230.654900638,0.2314453125,4.50315429687,5393.791464090347,4.33,3.41,27,0.0436,0.44
-302.77980731,-0.00927734375,4.5502734375,6849.277311325073,2.13,4.04,23,0.0771,0.2
-269.26031869999997,-0.25,4.5244140625,4182.716804981233,1.21,4.69,15,0.0721,0.04
-160.04842954,-0.080078125,4.5052734375,4334.616282224655,4.33,2.58,15,0.0193,0.16
-492.869067269,0.5712890625,4.47265625,7338.399780988692,1.87,3.13,18,0.0524,0.77
-329.36682925900004,0.69873046875,4.53095703125,4730.926902532578,3.19,2.37,15,0.0749,0.91
-206.41209921700002,0.210205078125,4.451484375,2711.965183019638,3.87,4.64,12,0.0183,0.44
-277.85878508,0.043974334456400005,4.5197265625,4909.713551044464,2.43,0.87,31,0.0791,0.24
-152.24442017,-0.12255859375,4.46240234375,4319.819841384888,4.19,1.86,25,0.0343,0.1
-240.76101840400003,0.72705078125,4.498046875,981.607316493988,1.06,3.17,0,0.0454,0.96
-296.354806579,0.58544921875,26.3605078125,2853.136636257172,0.95,4.52,4,0.0398,0.8
-386.61796865900004,0.50048828125,4.482861328119999,5365.96511387825,2.22,1.15,23,0.0695,0.69
-361.61480761900003,0.50048828125,4.50978515625,9204.056968927383,2.53,1.91,26,0.0683,0.69
-257.541744304,-0.13671875,4.48125,3813.869678974152,1.56,2.39,18,0.0754,0.07
-358.361788605,0.564208984375,4.4879980468800005,6018.615910291673,2.46,1.46,22,0.0606,0.76
-452.03329411699997,0.535888671875,4.4747363281300006,6277.915882349013,1.63,4.64,7,0.0333,0.76
-215.144393595,0.603149414063,7.75607421875,1106.4216327667236,1.3,1.97,1,0.0154,0.84
-264.29413834400003,0.309326171875,4.4924609375,4235.280587911606,1.81,3.87,17,0.0215,0.55
-278.380742226,-0.0234375,4.4819140625,4937.843425035478,1.52,3.22,21,0.0461,0.19
-410.264825383,0.7412109375,57.7810058594,9773.621690511703,0.84,2.71,15,0.0835,0.94
-132.11148984,-0.25,4.51166015625,2770.430721282959,3.6,1.62,18,0.0285,0.04
-457.98754658900003,-0.25,47.7901953125,7422.8304080963135,0.42,4.99,8,0.064,0.02
-460.11064670800005,-0.06591796875,4.537109375,6773.3893456459045,1.08,1.98,25,0.0725,0.15
-301.61348956,0.65625,4.55772949219,7679.874423027039,4.09,3.83,24,0.0823,0.88
-218.379562407,-0.072998046875,4.48408203125,2143.7938539981837,3.64,2.76,6,0.07,0.12
-270.958911804,-0.17919921875,4.5085546875,1635.3169884681702,0.83,1.53,2,0.03,0.09
-276.771728359,0.10400390625,4.514072265619999,6528.231109857558,3.04,4.29,17,0.0891,0.29
-411.082387775,0.7978515625,4.4605078125,2973.001867771149,2.61,2.46,4,0.0681,0.98
-297.757790886,0.72705078125,4.52080078125,2542.5189650058746,3.24,3.73,5,0.0524,0.94
-233.783008205,-0.044677734375,4.50947265625,4976.743689775467,4.51,3.95,15,0.086,0.15
-167.259530371,-0.058837890625,4.4890527343699995,1585.7505180835724,2.06,1.47,3,0.0226,0.18
-173.570302955,0.493408203125,4.48283691406,6582.936326503754,2.7,4.14,28,0.0199,0.73
-217.68460342900002,-0.25,4.5544433593800004,6774.450897216797,3.44,0.31,29,0.0962,0.06
-332.742538686,-0.002197265625,27.61171875,3145.208392381668,0.52,4.1,5,0.069,0.19
-336.387654085,0.65625,4.45361328125,7629.875070095062,3.12,3.46,24,0.0646,0.84
-336.10053427599996,0.111083984375,4.487109375,4613.080607175827,1.25,3.09,12,0.0333,0.34
-277.73274864900003,0.07568359375,4.5516796875,3945.351448297501,3.15,1.64,17,0.0881,0.3
-206.40687997900002,0.486328125,4.5010546875,8891.297087430954,4.46,3.81,28,0.0336,0.72
-258.86153074099997,-0.080078125,4.5984277343699995,5526.1791887283325,4.3,1.33,24,0.0806,0.21
-220.20693157,0.0579833984375,64.7364648437,9630.331192970276,0.32,2.55,21,0.0119,0.3
-328.455142925,0.27392578125,4.44973632812,8969.415208816528,2.34,4.09,27,0.0482,0.48
