experimentid,BV,time,x,y,gap,width,ngr,sigma,depth
100,-220.48029647200002,1084.9890117645264,-0.2216796875,4.5751953125,4.13,3.32,3,0.0898,0.09
109,-316.58958571799997,3163.2551317214966,0.139404296875,4.4982421875,1.5,1.7,19,0.0323,0.36
133,-255.80405188900002,1357.1192016601562,0.592529296875,4.46953125,2.21,1.2,4,0.0189,0.83
106,-555.943747572,6486.246616125107,0.125244140625,59.0932617188,0.72,3.83,12,0.0251,0.35
156,-160.35576572,1770.8186757564545,0.266845703125,4.46181640625,3.43,0.77,12,0.0169,0.51
111,-205.630781056,1849.0720601081848,0.068603515625,4.49712890625,4.16,2.52,11,0.0486,0.29
124,-411.99354374,1107.9617314338684,0.72705078125,9.258046875,1.91,2.85,1,0.0716,0.91
134,-273.39932899,1789.7838695049286,0.111083984375,4.49783203125,2.11,0.26,12,0.0596,0.33
116,-430.250420599,5558.771448612213,0.72705078125,4.51961425781,2.57,3.06,17,0.0769,0.92
158,-191.871329062,3996.5879395008087,0.426147460938,4.48658203125,3.38,3.79,16,0.0152,0.66
185,-190.055532495,3334.0015411376953,0.252685546875,4.4791015625,2.36,1.34,26,0.0143,0.49
117,-406.69593078300005,2353.087664604187,0.493408203125,19.8969726563,1.25,3.9,3,0.035,0.71
216,-275.124512465,3160.413538455963,0.16064453125,4.53369140625,4.62,2.0,15,0.0836,0.36
118,-256.095950008,3442.3430981636047,0.238525390625,4.44862304688,1.38,1.13,21,0.0104,0.48
146,-386.293498511,3437.579618215561,0.373046875,4.520068359380001,1.96,2.19,13,0.0373,0.6
174,-576.3917906940001,4062.125358581543,0.2880859375,4.4876953125,1.44,2.32,10,0.0648,0.48
120,-519.427335063,2899.493400335312,0.026123046875,32.391796875,0.83,3.82,6,0.0187,0.26
144,-434.82516262400003,3760.235601425171,0.35888671875,4.4855078125,2.2,2.71,13,0.0916,0.53
173,-169.1897737,3425.3404338359833,-0.101318359375,4.48968017578,1.77,2.86,27,0.0236,0.14
121,-278.923526482,1758.9519708156586,0.04736328125,4.5309375,2.09,0.89,11,0.0637,0.26
135,-293.516366199,3629.246270418167,0.762451171875,4.45380859375,2.02,1.28,16,0.0225,0.99
161,-358.15796426400004,1659.6941697597504,0.76953125,23.9656640625,0.4,4.47,4,0.0792,0.93
129,-206.879204595,6766.577225446701,-0.2216796875,4.590244140619999,2.82,4.37,31,0.0686,0.09
180,-189.647538674,1858.6602041721344,0.054443359375,4.50392578125,4.05,2.54,14,0.0202,0.29
194,-268.382764287,4375.825720071793,0.41552734375,4.4626464843800004,4.44,4.96,19,0.0586,0.59
131,-266.894537733,2788.0756464004517,0.1181640625,4.5432519531199995,4.83,3.09,13,0.0711,0.33
153,-153.379698416,1171.9118235111237,-0.080078125,4.47890625,4.18,0.72,8,0.0287,0.14
162,-228.728992527,1111.012954235077,0.394287109375,4.453125,3.81,3.94,2,0.0325,0.61
137,-398.479747855,6820.492042541504,0.58544921875,66.5568359375,0.81,3.33,15,0.0453,0.8
184,-237.684370493,4381.456493377686,0.705810546875,4.498525390619999,3.83,2.01,28,0.0493,0.92
218,-313.98525303599996,6460.329587221146,0.4296875,4.53470703125,3.07,3.84,27,0.078,0.63
138,-202.893117402,1331.9663519859314,0.52880859375,4.490234375,4.09,0.41,8,0.0305,0.75
149,-323.29118569599996,3365.774521112442,0.30224609375,4.5146484375,2.55,1.9,10,0.0693,0.49
175,-183.17569805099998,5144.608441114426,0.224365234375,4.445263671869999,4.55,2.5,24,0.0196,0.47
139,-236.441244418,3448.411586523056,0.04736328125,4.50953125,2.32,4.02,11,0.0373,0.28
164,-388.604066976,6355.9331250190735,0.30224609375,4.46574707031,2.44,4.61,23,0.0888,0.46
208,-486.877870946,2787.82399392128,0.011962890625,10.321337890599999,0.9,4.93,5,0.0225,0.25
141,-264.983857253,4231.935127496719,0.082763671875,4.5073779296900005,2.0,4.07,27,0.0516,0.31
171,-182.201632285,1703.388255596161,0.677490234375,4.4659863281300005,4.36,2.51,7,0.0232,0.91
182,-609.524709369,2748.1658251285553,0.3447265625,12.3017578125,1.21,0.35,5,0.0595,0.55
143,-207.459712407,1977.6737751960754,0.125244140625,4.46748046875,4.78,1.02,16,0.0292,0.35
157,-270.89026003099997,1627.1086254119873,0.58544921875,4.50546875,3.13,3.32,6,0.0471,0.8
169,-273.083038895,4303.7263288497925,0.41552734375,4.46897460937,4.53,0.84,27,0.0598,0.62
145,-727.968436135,4638.3924124240875,0.691650390625,27.61171875,1.33,0.77,11,0.0695,0.87
178,-420.434011871,2110.5071516036987,0.04736328125,4.447265625,1.44,4.81,4,0.0593,0.24
191,-309.80179960099997,2584.97772359848,0.76953125,4.48533203125,4.48,3.29,8,0.0844,0.96
150,-595.301273591,5847.130619049072,0.033203125,4.518125,1.26,4.05,9,0.0965,0.2
189,-522.455638903,4868.169515132904,0.44384765625,4.51330078125,1.66,3.85,12,0.0352,0.68
225,-491.40723278699994,9451.17433834076,0.4013671875,4.52671875,1.92,2.09,26,0.0758,0.62
152,-354.017777834,1648.4754359722137,0.153564453125,4.503359375,1.32,1.11,6,0.0245,0.39
165,-281.007418482,3396.4115262031555,0.4013671875,4.50708984375,2.84,4.98,12,0.0611,0.63
154,-182.05363876,2363.3401458263397,0.21374511718800002,4.4819140625,3.5,2.03,18,0.0164,0.45
176,-218.716435545,1269.6674239635468,-0.115478515625,4.54116210937,4.19,1.6,5,0.0759,0.12
181,-279.10964881900003,1530.592181444168,0.312866210938,4.431796875,1.86,1.06,6,0.0137,0.55
155,-764.279687433,10482.29316830635,0.55712890625,4.476015625,1.44,1.45,26,0.0673,0.74
289,-250.179038805,1917.3160083293915,0.41552734375,4.49873046875,4.34,0.25,9,0.0504,0.64
240,-260.570980778,1177.439906835556,0.30224609375,4.5236328125,3.43,1.74,5,0.062,0.53
253,-511.24323189800003,10224.253720283508,0.663330078125,75.73974609380001,0.95,2.8,19,0.03,0.88
166,-358.14139081300004,3740.8880643844604,0.44384765625,4.52041015625,2.81,3.99,13,0.0854,0.64
195,-300.817122604,2427.2140533924103,0.215175821088,4.538671875,3.44,4.57,5,0.0963,0.39
212,-279.246598633,5678.326881885529,0.705810546875,4.51127441406,3.89,2.65,28,0.0648,0.92
167,-263.920190333,4081.604268312454,0.638549804688,46.3213867187,0.81,4.42,8,0.0175,0.87
199,-298.76959542,2699.7006363868713,0.5712890625,4.53515625,3.93,1.07,8,0.0692,0.77
217,-443.86366887699995,2798.3311190605164,0.69873046875,4.50859375,2.4,1.29,9,0.0796,0.89
247,-161.442968681,3447.686581134796,-0.115478515625,4.46384765625,2.82,1.19,26,0.0303,0.11
273,-323.426914754,3256.240918159485,-0.080078125,4.53503417969,1.65,1.2,25,0.0825,0.16
172,-223.32264658,2584.397207260132,-0.2216796875,4.610791015619999,3.24,0.84,20,0.0988,0.09
187,-186.0532698,1839.9623672962189,0.1181640625,4.4521484375,2.39,0.61,8,0.0202,0.35
204,-203.74696918599997,7487.884318113327,-0.115478515625,4.490541992190001,4.87,2.46,32,0.0678,0.1
177,-260.17041254,3286.189489841461,0.096923828125,4.541494140619999,3.71,0.27,22,0.0766,0.32
198,-158.98890299200002,807.2973830699921,0.13232421875,4.4571875,3.67,0.86,2,0.0163,0.37
205,-264.708750317,3299.337685585022,0.10400390625,4.50439453125,1.91,0.69,30,0.0426,0.32
186,-294.529892,6247.756000518799,0.3447265625,4.55664794922,3.65,4.42,27,0.0833,0.57
236,-323.580779984,5017.532043933868,-0.0836181640625,4.4567578125,0.77,4.1,21,0.0166,0.15
272,-352.97965138,1505.4263083934784,0.72705078125,4.5296875,3.03,3.67,3,0.0684,0.92
190,-282.786180965,2526.3169248104095,0.31640625,4.51889648438,2.74,3.93,7,0.0533,0.52
210,-256.932562269,4478.10218834877,0.259765625,4.4751123046900005,3.19,3.3,21,0.0562,0.46
242,-329.484756963,3065.7782089710236,0.47216796875,4.4953125,3.09,1.67,15,0.0811,0.64
192,-243.36938975200002,2949.794019460678,0.13232421875,4.4908496093800006,2.21,2.17,18,0.0404,0.36
215,-272.110069259,4217.012381315231,-0.058837890625,4.47524902344,1.42,2.69,23,0.0511,0.15
245,-276.660075772,3158.559323310852,0.719970703125,4.489453125,2.64,0.89,22,0.0454,0.95
193,-299.619421283,1324.359406709671,0.4296875,4.5132421875,3.78,4.24,2,0.083,0.65
206,-308.401142837,2900.7895889282227,0.65625,4.5237597656199995,4.59,1.44,11,0.0905,0.85
224,-229.09200123099998,2377.2536475658417,0.18896484375,4.49693359375,2.71,4.47,11,0.04,0.42
196,-257.42169277799997,752.4278900623322,-0.03759765625,4.5659375,4.79,1.47,1,0.0991,0.17
201,-262.912018683,5792.5154938697815,-0.06591796875,4.4956201171900005,0.93,3.14,32,0.016,0.18
197,-429.01581546,3544.7249839305878,0.27392578125,4.4923828125,1.93,4.64,10,0.0722,0.45
219,-243.489243093,4742.22311091423,-0.06591796875,4.56640625,4.25,1.77,27,0.0824,0.18
261,-301.002364083,2648.59818983078,0.5146484375,4.5157910156300005,4.52,0.57,13,0.0825,0.72
200,-217.31280014799998,3901.987222671509,-0.0517578125,4.50112304687,4.88,3.5,14,0.0704,0.17
229,-168.159952773,4564.273072481155,0.16064453125,4.442861328119999,3.59,2.05,23,0.0127,0.4
202,-129.101950004,1673.7553086280823,-0.18273925781300002,4.4763183593800004,1.64,1.24,25,0.0177,0.05
214,-292.505846561,2537.9786739349365,0.599609375,4.47205078125,3.97,3.01,8,0.0706,0.79
232,-243.450056409,4300.704379320145,0.5146484375,4.477734375,4.35,2.78,18,0.0477,0.73
203,-136.185987702,2911.0767018795013,-0.12609863281300002,4.486547851559999,2.31,3.7,20,0.0165,0.11
223,-140.419766576,541.0665862560272,-0.157958984375,4.498046875,4.71,3.24,0,0.0212,0.08
228,-326.835098604,2958.733497619629,0.564208984375,28.85515625,0.69,1.53,11,0.0266,0.78
209,-318.4235227,3077.732533454895,0.13232421875,4.479921875,1.9,1.64,18,0.0577,0.33
235,-345.779704976,6228.62025976181,0.146484375,89.2908984375,0.43,4.03,19,0.0923,0.35
276,-322.168857613,5669.579581975937,0.81201171875,4.50266601562,4.16,2.08,22,0.0918,0.99
211,-310.274740121,1611.6077568531036,0.4013671875,4.5783691406300004,4.64,0.79,7,0.0939,0.64
222,-432.97285658199996,2724.653317451477,-0.030517578125,4.54931640625,1.48,3.02,8,0.0922,0.18
284,-562.410961684,5612.177450180054,0.75537109375,4.4582519531300004,2.14,1.91,19,0.0735,0.93
297,-153.21997054,2618.3708941936493,-0.25,4.51235839844,2.98,2.99,19,0.0474,0.03
220,-269.037999495,4474.529997348785,0.72705078125,4.51840820313,4.3,1.0,24,0.0357,0.95
258,-261.051404773,1722.1713662147522,0.033203125,4.49859375,1.84,4.74,6,0.0501,0.25
270,-249.776231287,4858.828598022461,0.4580078125,4.4916015625,3.51,0.7,30,0.0509,0.67
226,-214.601682767,4518.9600574970245,0.7235107421879999,4.4998828125,3.0,4.22,19,0.0159,0.96
262,-291.711306923,2462.2304611206055,0.2880859375,4.5119140625,4.46,2.69,9,0.0963,0.48
275,-183.106699918,1564.8638279438019,-0.25,4.50974609375,1.28,1.0,17,0.0507,0.02
227,-257.446152173,3017.8715991973877,0.16064453125,4.51961425781,4.01,1.62,17,0.0713,0.37
252,-303.24819592,2854.2396721839905,0.67041015625,27.3915625,0.54,0.89,16,0.0425,0.9
271,-279.671611591,4035.923630952835,-0.25,4.49045898437,0.8,2.68,22,0.0544,0.02
230,-233.29208085599998,3709.0827593803406,-0.13671875,4.5787109375,4.6,4.85,12,0.0618,0.18
298,-378.807122135,4453.085338592529,0.486328125,43.3880664062,0.76,1.67,16,0.0643,0.7
231,-79.9200125155,2274.1983478069305,-0.25,4.4,2.54,2.52,22,0.0116,0.01
248,-225.65089320099997,5558.070239782333,0.553588867188,53.9386523438,0.39,1.67,24,0.015,0.79
282,-422.47836568900004,9761.063811063766,0.65625,4.468759765630001,2.23,3.98,32,0.0537,0.85
233,-387.49881078,1012.9064116477966,0.50048828125,6.7970703125,1.51,0.76,1,0.088,0.69
238,-187.99096317,987.4687650203705,-0.25,4.50078125,3.55,0.66,2,0.0859,0.02
246,-195.496254685,4419.073667526245,0.504028320313,4.48650390625,4.62,2.82,18,0.0134,0.74
237,-225.38982838400003,1890.5965814590454,0.465087890625,4.47125,3.87,4.31,7,0.0395,0.68
254,-312.141509892,1740.503244638443,0.7412109375,4.57037109375,4.18,4.89,4,0.0842,0.96
266,-158.637344171,4225.7609214782715,0.19250488281300002,4.45361328125,3.02,4.5,21,0.0131,0.43
239,-305.068329684,1885.436446428299,0.270385742188,4.453515625,1.59,4.86,3,0.0125,0.51
241,-291.099017475,862.4610080718994,0.33056640625,4.5203125,2.55,1.88,1,0.0498,0.56
250,-165.697908726,4419.746335744858,-0.25,4.52919921875,4.84,2.48,30,0.0533,0.04
278,-205.508049358,4762.830206871033,0.373046875,4.4905859375,3.99,1.87,26,0.0397,0.6
249,-331.50600658400003,5668.915910959244,0.6279296875,4.57083007812,4.47,3.59,16,0.0999,0.83
283,-204.595884668,4581.741368293762,-0.016357421875,4.5087890625,4.55,1.7,22,0.0222,0.22
294,-526.092627568,3955.7007446289062,0.486328125,4.52470703125,1.9,1.89,11,0.0702,0.68
251,-377.14380484599997,4343.70693731308,0.41552734375,49.6029296875,0.27,2.95,14,0.0991,0.57
277,-159.883795709,3682.8223774433136,-0.157958984375,4.49223144531,1.21,4.63,27,0.0151,0.08
287,-397.268652661,6794.512581348419,0.3447265625,4.52890625,2.22,1.51,30,0.0741,0.56
255,-351.53882896199997,8114.224014282227,0.41552734375,4.4454785156300005,1.38,3.88,28,0.0146,0.66
291,-395.06186738,1331.5789139270782,0.30224609375,4.51171875,2.29,1.21,5,0.0968,0.47
293,-471.684258246,4467.510358333588,0.13232421875,4.50576171875,1.16,4.36,15,0.0236,0.37
256,-247.69081923299998,960.7169489860535,0.69873046875,7.75607421875,0.75,2.52,1,0.0372,0.93
263,-308.39143969099996,1789.0747623443604,0.72705078125,4.5325,4.2,1.26,7,0.0893,0.91
274,-217.69909743099998,4211.112421989441,0.01904296875,4.50267578125,1.73,3.06,22,0.0164,0.26
260,-415.18418666300005,9214.03906583786,0.1748046875,4.51828125,2.07,4.51,31,0.0941,0.37
295,-322.120694038,2108.311636686325,0.1748046875,4.54078125,2.74,3.94,6,0.0955,0.36
299,-320.656691201,1817.8000214099884,0.07568359375,15.051953125,0.51,0.66,9,0.0508,0.29
265,-461.06291979699995,2877.2477514743805,0.33056640625,30.4292578125,0.92,3.4,6,0.02,0.57
280,-217.42377095400002,2183.1831533908844,0.2880859375,4.4884765625,3.1,1.52,15,0.033,0.52
285,-203.269887224,1861.6337678432465,-0.080078125,4.50322265625,2.8,1.9,12,0.0558,0.14
267,-284.074790901,5321.596258878708,0.31640625,4.53845214844,3.99,2.99,32,0.0737,0.53
286,-271.893487307,994.8112871646881,0.0650634765625,4.5931640625,4.08,1.76,2,0.0769,0.35
290,-243.171083346,3323.8485124111176,0.1181640625,93.4192724609,0.26,4.97,17,0.0176,0.36
268,-462.809873447,2828.9019498825073,0.521728515625,16.191015625,1.11,0.84,6,0.0825,0.71
281,-288.058699661,4705.240289211273,-0.0517578125,4.5076855468699994,1.89,4.15,21,0.0897,0.13
269,-188.50923461099998,1918.6174721717834,-0.087158203125,4.515546875,4.98,0.45,14,0.0375,0.15
279,-221.978210773,3742.268003463745,0.04736328125,4.50500488281,3.87,1.86,25,0.0521,0.25
288,-196.27768333900002,6753.659302473068,0.167724609375,4.49982421875,4.46,3.66,18,0.0217,0.4
