id,Total_Charge,BV,X,Y,3.5V,4.5V,Ron,Vf,gap,width,ngr,sigma,depth
1704,5.35250145631e-9,-231.318068715,-0.129638671875,575.008154297,66826602.329,313102278.787,0.000543278465709,4.11313016607,2.08,2.72,12,0.0154,0.12
1705,4.2278810258e-9,-154.092790462,-0.200439453125,574.983081055,78702374.426,362575884.577,0.000540419233791,4.00749759724,4.13,4.52,12,0.0254,0.03
1706,4.49345375424e-9,-172.055005504,-0.172119140625,574.977539063,75174715.3923,341548048.686,0.000489137390245,4.03994830653,1.73,0.72,20,0.0334,0.05
1707,6.59624174507e-9,-340.481180405,0.50048828125,574.978359375,27099679.6237,98037609.6703,0.00195351519239,5.64208534574,4.43,0.51,14,0.0646,0.7
1708,6.14215589308e-9,-299.160744646,0.252685546875,574.967041016,35249918.9253,138543691.788,0.00133288202447,4.97340863454,1.9,4.8,10,0.0278,0.48
1709,5.51198538614e-9,-242.293286581,0.252685546875,574.97857666,35636989.7036,138921197.384,0.00185902428054,4.96797636777,4.25,4.24,22,0.0406,0.47
1710,7.02660865404e-9,-375.198774642,0.054443359375,626.202773438,48203266.823,206243037.295,0.000830177873527,4.47017263368,0.44,2.0,21,0.024,0.28
1711,3.64473482031e-9,-121.021172556,-0.200439453125,574.970947266,78166004.5236,373478880.119,0.000480975438975,3.99733046352,3.52,1.64,15,0.015,0.04
1712,6.94512882647e-9,-374.091168438,0.27392578125,575.039438477,34109602.5469,132642007.652,0.00160572601188,5.0387231228,3.5,1.96,21,0.0743,0.49
1713,6.93791499861e-9,-375.18650154,0.252685546875,574.997973633,35413550.4463,138833581.733,0.00119725822868,4.96457275227,1.65,1.63,10,0.0236,0.48
1714,6.59960769985e-9,-341.116164346,0.5146484375,574.979296875,27263288.7176,98996092.0719,0.00245983404037,5.62314213947,4.9,3.68,18,0.0729,0.69
1715,7.03240895458e-9,-379.954168717,0.4013671875,584.115734863,30529874.0406,115199342.46,0.00135406873661,5.29083445258,0.75,0.55,7,0.077,0.59
1716,5.60734472401e-9,-251.922582272,0.1748046875,574.983398438,39678216.1918,159274623.354,0.00095792836312,4.76937423515,4.11,0.33,2,0.0443,0.4
1717,1.04663958778e-8,-772.163734171,0.55712890625,597.785985107,25173359.8583,89598559.3177,0.00186100581282,5.86866023417,1.34,1.19,9,0.0392,0.79
1718,7.83316479603e-9,-450.372928115,0.351806640625,574.958005371,31254882.0167,118003183.664,0.00135260289135,5.24789061165,1.31,1.38,6,0.0224,0.58
1720,1.10400779443e-8,-862.74959641,0.6845703125,574.960839844,24246564.3368,86721362.7831,0.00257505003907,5.94121797121,2.08,3.95,20,0.0994,0.81
1721,5.50628514888e-9,-240.281477664,0.096923828125,574.945273437,45803859.2443,193790951.051,0.00131164204911,4.53451533864,3.37,4.59,24,0.0306,0.31
1722,6.17812351031e-9,-295.985174157,0.579969962872,574.98371582,24909134.7044,88834555.4462,0.0024173853187,5.89548481159,2.79,4.3,15,0.0177,0.81
1723,9.77249274188e-9,-687.467944175,0.08984375,643.333068848,41034187.6276,166516491.442,0.00110134125167,4.71396489299,0.85,4.4,13,0.077,0.35
1724,6.59255004998e-9,-332.229027764,0.3447265625,574.949401855,32504908.8413,123782486.63,0.00167926248856,5.15746182472,2.91,1.59,23,0.0425,0.54
1725,7.6365460397e-9,-405.701231871,0.6845703125,589.695722656,23131710.7402,80925091.1811,0.00202031311743,6.14569969546,0.54,1.9,6,0.0906,0.87
1726,6.39756241855e-9,-315.692370395,0.2880859375,574.990664062,33411876.9151,128696313.116,0.0011986845526,5.09173380765,1.81,2.17,2,0.0113,0.53
1728,9.51001947967e-9,-655.849749102,0.6845703125,574.985273438,23140395.194,81036870.2052,0.0022273070089,6.14744045446,1.99,3.72,8,0.0627,0.88
1729,6.14750192428e-9,-303.27710015,0.08984375,575.026245117,46177362.3677,193306036.577,0.000755938531468,4.53692976813,0.5,0.8,0,0.0676,0.29
1730,6.89014340212e-9,-366.677092678,0.4580078125,628.152054443,27954878.7625,102094152.123,0.00178024346379,5.5523355829,0.68,3.41,13,0.0698,0.67
1731,6.74303012413e-9,-355.671872994,0.01904296875,575.002089844,50128261.124,215655556.841,0.000793704992551,4.42359138513,2.45,4.01,8,0.08,0.24
1732,4.98873576331e-9,-207.812860188,-0.1650390625,574.950126953,74112026.7389,330942787.388,0.000460186352813,4.05354733525,2.19,2.4,4,0.0452,0.05
1733,6.85338261839e-9,-364.242884802,-0.1083984375,575.051757813,61044126.9883,267945409.303,0.000577289596691,4.22326471926,1.67,1.03,8,0.078,0.13
1734,6.46457563929e-9,-326.899650039,0.033203125,587.622473145,51377221.8822,218337566.015,0.000694773981052,4.40431665642,0.45,0.7,11,0.0479,0.24
1737,6.1787030643e-9,-301.359574522,0.111083984375,574.973789063,43089100.3599,180784337.163,0.000963541817899,4.60705243025,1.52,2.7,13,0.0104,0.35
1738,5.48267518072e-9,-240.436892834,-0.1650390625,574.965234375,72700981.793,318410577.598,0.000521090927457,4.08150905529,1.67,1.43,14,0.0584,0.05
1740,6.81143141902e-9,-362.196846989,0.4296875,574.999329834,29754342.0767,111395786.027,0.00183401556516,5.36080127597,4.6,4.07,11,0.0761,0.61
1742,7.70989570517e-9,-445.429165014,0.35888671875,619.41875,31021183.5445,116337059.716,0.00150544634406,5.2775334695,0.85,3.59,10,0.0647,0.57
1743,5.44823015033e-9,-239.53985762,0.436767578125,574.954101563,28123885.6322,103881407.076,0.00194015451472,5.50801285043,4.23,4.67,10,0.0183,0.68
1744,6.77304662966e-9,-355.077984266,0.1748046875,575.014672852,39555245.2384,160396734.582,0.00138617308088,4.76138885272,4.73,3.72,16,0.0968,0.37
1745,5.15523469359e-9,-218.356068918,-0.15087890625,574.976491699,70807313.6377,314702775.259,0.000538772720628,4.09485355969,1.56,0.43,26,0.0494,0.07
1746,6.37854282043e-9,-317.752287167,0.026123046875,575.00315918,50505553.2301,219679591.868,0.000766254669954,4.40659778758,1.68,1.28,16,0.0323,0.25
1749,5.11477533578e-9,-216.72084058,0.50048828125,574.953613281,26603142.0082,96514568.573,0.0015908734721,5.67878712226,2.02,4.86,0,0.0136,0.74
1750,6.75047593663e-9,-349.829577797,0.58544921875,575.016914062,24607218.0364,87147734.5292,0.00187849368703,5.95023773928,3.35,4.91,2,0.0358,0.82
1751,6.10266719082e-9,-289.779408478,0.408447265625,574.953613281,29873239.5988,110560457.33,0.00137841205888,5.38078134456,4.22,4.0,0,0.0339,0.62
1752,4.834849434e-9,-194.393288521,-0.15087890625,574.967441406,71252750.4295,318332153.277,0.000512632415032,4.08706212995,4.94,1.72,6,0.0453,0.07
1753,5.26275763586e-9,-225.618702212,0.082763671875,574.985527344,46418293.8126,195869980.017,0.00083156290217,4.52207535394,4.0,4.49,4,0.0386,0.3
1754,6.51992596098e-9,-334.173018267,0.16064453125,574.968603516,41259318.2719,169165555.292,0.000881128581695,4.69754936033,2.49,1.46,1,0.0511,0.36
1755,5.72945287407e-9,-264.642172684,0.337646484375,578.781442871,31682476.683,120578918.3,0.00126719538972,5.20799704021,0.71,0.56,3,0.021,0.57
1756,6.58208017266e-9,-336.335748609,0.2314453125,575.004718018,37391082.6536,148578329.106,0.00108454510925,4.8753985765,3.95,0.96,5,0.07,0.42
1758,9.211567299e-9,-619.600694935,0.486328125,574.970947266,27903120.7963,102217467.728,0.00191131653361,5.54598125851,1.93,3.23,15,0.0662,0.67
1759,4.7813307026e-9,-196.834201394,0.0367431640625,574.95652832,49468211.2209,215181103.293,0.000948474048213,4.42935855579,3.94,4.7,13,0.0167,0.27
1760,6.87932399828e-9,-366.372550638,0.3447265625,575.015161133,32268483.0125,122623036.341,0.00126257761176,5.17943015504,3.05,4.55,1,0.0652,0.54
1763,5.06342996537e-9,-211.294684999,-0.242919921875,575.057133789,73764470.0443,316448262.545,0.000871030464844,4.07992290022,4.95,2.09,32,0.0754,0.03
1764,5.87553093183e-9,-271.591444622,0.450927734375,574.995739746,28408249.5096,104651186.858,0.0017350252574,5.49156726628,3.77,1.13,11,0.0284,0.67
1765,6.60497892542e-9,-338.059838102,0.3447265625,574.992449951,32470078.1176,123870784.092,0.00130277102278,5.15871645071,3.34,0.79,5,0.0661,0.53
1766,5.6985388684e-9,-258.251904975,0.4296875,574.974250488,28604187.1586,105400808.967,0.00151849402933,5.47415168153,4.43,2.7,2,0.0384,0.66
1767,5.24550332684e-9,-224.965547129,0.0232092919249,574.939848633,50121202.6791,219246808.307,0.000776649990956,4.40731226712,2.99,0.98,13,0.0156,0.26
1768,7.01059188969e-9,-373.91138741,0.76953125,575.029174805,21541089.4259,74312089.6818,0.00355954431318,6.42246274789,4.21,2.92,25,0.0707,0.97
1769,7.86949780386e-9,-462.741231276,0.35888671875,574.978515625,31289879.7918,117723973.643,0.00174393416493,5.25349756147,1.95,2.12,24,0.0512,0.57
1770,7.67788768158e-9,-443.768944158,-0.17919921875,574.987768555,72968228.6868,317015176.408,0.000485619499002,4.07944053831,0.8,2.4,6,0.0702,0.04
1772,5.95106191169e-9,-287.957345053,-0.1650390625,575.092138672,62563378.3276,271553697.015,0.000570851930618,4.20543443299,2.51,4.57,3,0.0864,0.11
1773,5.619581037e-9,-253.077079402,0.493408203125,574.957834473,26784044.9303,97655818.4523,0.00246671682599,5.65095480241,3.39,1.48,31,0.0145,0.73
1774,1.06922976211e-8,-821.488225604,0.0615234375,574.977470703,50772407.5101,216939577.084,0.000706363393737,4.41977262667,1.04,1.28,7,0.0846,0.22
1775,7.90228672879e-9,-460.865704383,0.54296875,574.962561035,25830852.3281,92565300.2241,0.00207118930781,5.78005986529,2.3,4.53,10,0.048,0.76
1776,5.6586286103e-9,-254.570393083,0.224365234375,604.52817627,36928028.5409,145714909.835,0.00112654746029,4.89444309969,0.29,0.73,29,0.0264,0.45
1777,7.08622970862e-9,-386.995060028,0.55712890625,575.026245117,25721063.5273,92712693.4502,0.0016602108957,5.77778373367,4.68,3.31,0,0.0955,0.74
1778,7.3703565124e-9,-411.648750908,0.6279296875,574.979802246,24522594.6285,86642164.455,0.0027453460177,5.96517832667,3.99,4.35,17,0.0835,0.8
1779,6.38840554535e-9,-323.915553736,0.0048828125,575.0578125,50799515.2502,217421505.359,0.000875816251538,4.41584262716,4.24,1.53,15,0.0831,0.22
1780,7.29663679946e-9,-405.886427834,0.67041015625,575.047570801,23273370.439,82028926.5492,0.00410400888398,6.1081471057,4.53,4.84,30,0.0913,0.86
1781,6.02382812025e-9,-285.457906931,0.0615234375,574.975541992,48828744.6606,206918940.434,0.000857361781787,4.46368238552,4.03,3.7,8,0.0546,0.26
1782,6.0930176297e-9,-289.102881054,0.535888671875,574.989313965,26397752.841,95657093.9015,0.00185434104764,5.69827304244,3.64,2.7,7,0.0439,0.74
1783,8.62188427107e-9,-544.241125486,-0.0517578125,574.998980713,58995040.6463,260007798.207,0.000574230783146,4.24768069946,0.81,1.42,5,0.0406,0.17
1784,5.45893985916e-9,-243.107821727,-0.15087890625,574.954262695,73997309.9187,317410773.885,0.000514762618624,4.07470992731,2.04,4.05,6,0.0717,0.03
1785,5.80229570017e-9,-269.266053727,-0.058837890625,575.005627441,57576313.1681,263579249.91,0.000576239317377,4.24429166705,1.47,0.5,10,0.0149,0.19
1787,5.33716676338e-9,-228.488162991,0.266845703125,574.997712402,34136915.2661,132375422.169,0.00201030121815,5.04463462109,4.69,2.92,26,0.0161,0.51
1789,5.4070256453e-9,-236.980116461,-0.058837890625,574.986954346,61632851.2088,274528590.224,0.000873844212259,4.20618294273,4.74,0.89,31,0.051,0.14
1791,7.77501322771e-9,-450.640497953,0.24560546875,574.974169922,36495504.8597,143747053.321,0.00124597087465,4.92340009566,1.87,3.33,11,0.0504,0.45
1792,8.56933931582e-9,-546.202802684,0.6845703125,575.000616455,22888514.5412,80281018.4183,0.00258763652864,6.17595697815,2.83,3.34,15,0.0884,0.88
1793,6.27836752987e-9,-310.007181708,0.196044921875,575.019204102,38779880.2465,156134813.944,0.000965423655399,4.79327150859,4.74,0.79,1,0.0596,0.4
1794,8.33534621201e-9,-522.241260355,0.394287109375,575.019785156,30538505.5304,113800730.398,0.0021040882697,5.32132877666,2.3,3.12,28,0.0741,0.58
1796,1.01923632182e-8,-737.382695337,0.281005859375,574.977758789,34163219.8506,131800302.313,0.00145562265108,5.05213337553,1.03,3.82,16,0.0363,0.5
1797,5.94967442851e-9,-284.629030257,-0.193359375,575.037124023,65105322.4678,279432911.458,0.000873859069851,4.1802451387,3.19,3.37,27,0.0996,0.08
1798,6.708411625e-9,-343.931439257,0.65625,699.299863281,24038672.0417,85014630.2656,0.00266584877731,6.0063233344,0.51,3.93,28,0.0677,0.84
1799,5.08863999297e-9,-211.966295487,-0.15087890625,575.034559326,66793667.7951,297428786.141,0.000873214020078,4.13899032146,3.25,4.66,26,0.0483,0.1
1800,1.16605153828e-8,-949.723511974,0.58544921875,575.011781006,24927868.4914,88461053.5243,0.00217469816606,5.90600226432,1.54,2.47,17,0.067,0.79
1801,5.89405936084e-9,-272.050728862,0.737670898438,575.001276855,21618205.9308,75367324.6001,0.00263837240776,6.38641237965,2.95,0.71,21,0.0102,0.98
1803,5.33910629836e-9,-234.138551141,-0.09423828125,574.999584961,63687393.4364,285988696.475,0.000928583715361,4.17234148263,2.99,4.71,28,0.0412,0.13
1804,7.94812902071e-9,-478.640843531,0.5712890625,575.045544434,24892823.7105,88485908.4695,0.00211181749357,5.90392779145,3.04,0.42,17,0.0873,0.78
1805,5.79700518891e-9,-271.590984099,-0.06591796875,574.958496094,59541418.9957,270470923.242,0.000698865631979,4.22124461095,1.18,1.82,30,0.0217,0.17
1806,5.90611099837e-9,-279.129906354,-0.0234375,574.957265625,55771227.2435,247753168.052,0.000650229679173,4.29453078155,1.67,0.54,16,0.0294,0.2
1809,6.71079526141e-9,-346.589504207,0.3447265625,574.985097656,33097236.6092,127235691.491,0.0015426241068,5.11297478696,4.27,2.26,13,0.0765,0.51
1811,5.50704542853e-9,-245.186079007,0.351806640625,574.951184082,31193901.8988,117376022.833,0.00163490790134,5.25598998925,3.52,0.63,18,0.0265,0.58
1812,7.03904316632e-9,-376.456787259,0.27392578125,575.02045166,34068243.2226,131551833.984,0.00141736334031,5.06170507481,2.54,2.33,14,0.0424,0.5
1813,5.3068810688e-9,-223.810023892,0.436767578125,574.960021973,28714274.8613,106297319.869,0.00162508578027,5.45366420261,3.53,1.97,7,0.0255,0.66
1814,5.94039518377e-9,-278.628406227,0.776611328125,574.995996094,21387616.3299,73824870.565,0.0023387940038,6.4523808263,4.77,1.19,5,0.044,0.99
1815,8.61814091091e-9,-549.245313327,0.44384765625,627.99699585,29464656.3862,109922696.442,0.00163962238709,5.38386709004,0.86,1.93,19,0.0662,0.62
1816,5.46598367816e-9,-241.126236987,-0.087158203125,575.012026367,63273997.4725,288238290.291,0.000718077802067,4.17417628343,4.83,3.89,14,0.0293,0.14
1817,8.30390054435e-9,-517.365774891,0.50048828125,574.999943848,27068750.5314,97961786.9542,0.00240200172513,5.6497590648,2.3,2.57,29,0.0689,0.7
1818,9.61696286669e-9,-674.972740525,0.67041015625,574.979448242,23699222.6549,83957013.3006,0.00241970515042,6.04457570757,2.06,2.48,19,0.0675,0.85
1819,6.2479592887e-9,-305.802893125,0.033203125,575.006469727,53030565.9388,227413942.858,0.00106204031969,4.36971288876,3.84,2.56,27,0.0818,0.2
1820,5.35186238394e-9,-234.45713592,-0.25,575.039233398,68757618.3755,296002942.326,0.00079423220196,4.12864268809,3.21,4.55,21,0.0847,0.06
1821,5.28831892676e-9,-225.076212777,0.252685546875,574.991210938,35002817.7104,136920304.754,0.00241646328594,4.98700202947,4.68,5.0,30,0.0182,0.49
1822,6.9802166892e-9,-377.800020456,0.55712890625,575.026245117,25646138.5178,91769332.2462,0.00168201545702,5.80438353918,1.9,3.83,0,0.0911,0.75
1823,5.69307353866e-9,-264.138880677,0.07568359375,575.005195312,47685540.2277,203795342.691,0.000767399928422,4.47978854641,4.87,0.76,4,0.0493,0.28
1824,6.53577479541e-9,-324.926457258,0.4013671875,575.026245117,29996285.533,113093017.138,0.00133844294198,5.32922656853,1.11,1.74,0,0.057,0.61
1825,9.24569081058e-9,-611.806520291,0.67041015625,641.920195313,22850771.191,80566979.4927,0.00238514933268,6.16354953316,1.21,4.37,12,0.012,0.91
1826,5.44730796988e-9,-238.083532049,0.369506835938,574.99078125,30271400.4796,114153117.684,0.00147256017974,5.3125152697,2.99,0.57,9,0.0128,0.61
1827,6.77980334006e-9,-352.67171036,0.486328125,575.011342773,27844326.4199,101510517.222,0.00238263530233,5.56187406579,4.09,3.17,21,0.076,0.67
1828,7.81711269878e-9,-463.513544696,0.146484375,574.968481445,43718136.2506,180599069.968,0.000983314782384,4.61634969282,2.13,1.84,15,0.0843,0.31
1829,6.2361393967e-9,-303.063533803,0.50048828125,577.573251953,26524671.2412,94677298.6249,0.00164600180338,5.72836737428,0.73,1.83,1,0.0353,0.74
1830,4.31464410956e-9,-155.637072159,-0.17919921875,574.976206055,75270886.9558,342233834.802,0.000533889598754,4.03920875736,3.77,1.14,16,0.033,0.05
1831,5.84206331557e-9,-269.353104664,0.47216796875,574.948486328,27779876.2991,101772157.5,0.00172282958271,5.54948948977,3.78,1.47,8,0.0236,0.69
1832,7.81176875413e-9,-449.023711075,0.47216796875,575.013581543,27689307.8052,100570857.469,0.00239612308734,5.57828556949,2.72,4.45,21,0.0673,0.68
1833,8.14942607249e-9,-494.445662523,-0.0517578125,575.049023437,56377133.9491,242373522.766,0.000893209021414,4.30848553793,1.67,4.94,20,0.0936,0.16
1834,6.98684199461e-9,-375.790208334,0.2314453125,575.048994141,35782145.1728,139855556.032,0.00158894499108,4.95917975048,4.5,0.52,26,0.0927,0.44
1835,9.09206545986e-9,-609.769820959,0.21728515625,574.985742188,38705442.8699,156405565.915,0.00165823400508,4.79840456469,1.92,4.98,28,0.0994,0.38
1836,6.08968597533e-9,-291.463033979,0.04736328125,575.023895264,47219008.9249,199593273.669,0.00108117331898,4.50219847476,4.15,2.0,21,0.0436,0.28
1837,4.19672149627e-9,-153.929353116,-0.25,574.9,80828735.9048,356628140.93,0.000536596485373,4.0089232041,2.47,3.62,15,0.0213,0.01
1838,7.48546281437e-9,-430.373951607,0.10400390625,575.006821289,44177944.1669,184619915.315,0.00114255262876,4.59046298198,1.92,3.52,22,0.0659,0.31
1839,7.47070142181e-9,-425.851457337,0.0931997371237,575.003061576,44078883.128,183079908.637,0.000973679622443,4.59487912968,1.97,2.75,13,0.0568,0.32
1841,6.95450171491e-9,-370.44909226,0.096923828125,575.028076172,45798181.69,192483760.25,0.00101967233388,4.54227403438,2.38,2.62,19,0.0672,0.29
1842,9.64769274598e-9,-668.26406327,0.33056640625,574.966750488,33291433.2989,127798910.722,0.00124741030793,5.10025253878,1.73,4.13,3,0.0707,0.51
1843,4.83824475844e-9,-197.622169794,-0.0517578125,574.970400391,59223904.3936,265441954.465,0.000631116085036,4.23634562105,2.39,0.65,16,0.0298,0.17
1844,6.57154587828e-9,-335.319877439,0.3447265625,575.026245117,32244926.3672,122135886.095,0.00123727941336,5.19071413967,4.71,4.52,0,0.07,0.54
1845,6.79950643079e-9,-350.225160034,0.75537109375,575.026245117,21488997.2245,74032316.1841,0.00211673408001,6.44311046831,3.25,1.59,0,0.0606,0.98
1846,7.42420367338e-9,-417.414434474,0.7978515625,574.996611328,21220304.8103,73200273.1545,0.00300428670745,6.47766782269,4.02,1.22,21,0.0873,0.98
1847,7.12051608994e-9,-389.780652474,0.21728515625,574.964813232,38233617.4234,152380116.414,0.001021594045,4.83668316681,2.53,2.22,3,0.0645,0.41
1848,7.15359783051e-9,-388.064260282,0.6279296875,574.956207275,24579485.9901,86566740.8399,0.00276653718567,5.96306976458,3.81,3.76,19,0.0616,0.81
1849,6.72136260796e-9,-349.010864465,0.6845703125,574.981640625,23043468.1406,80748005.6687,0.00249349941959,6.16145179881,3.35,2.49,14,0.0573,0.89
1850,5.57993186379e-9,-250.118673839,0.507568359375,574.97354126,26842782.8004,97291049.0802,0.00215544314296,5.65895789634,4.0,3.71,13,0.0367,0.72
1852,5.31765279136e-9,-233.472753229,-0.002197265625,574.993688965,53388840.564,233863020.369,0.00071903725992,4.34599896178,2.6,0.58,15,0.0327,0.22
1853,5.32564067751e-9,-232.032232787,-0.25,575.042961426,71277376.4049,313181160.744,0.000703383258172,4.09670889492,2.13,3.09,27,0.0606,0.06
1855,6.04238009536e-9,-285.793782387,0.776611328125,574.965026855,21449491.5739,74056905.3065,0.00239471215141,6.43895049463,4.06,3.59,5,0.0366,0.99
1856,5.78547370531e-9,-263.660415771,0.323486328125,574.955273437,32623438.6439,125024342.707,0.00152533044489,5.14334009533,3.82,2.98,11,0.0332,0.54
1857,8.22082508719e-9,-499.167233723,0.30224609375,574.959924316,33816519.5983,130610482.415,0.00128452030131,5.06376125742,1.73,1.68,10,0.0469,0.51
1858,9.44390671997e-9,-645.660185813,0.1181640625,574.946289063,43519389.3414,180135431.147,0.0012254451988,4.61683282325,1.31,4.09,25,0.0518,0.33
1859,9.55511538896e-9,-654.816967736,0.52880859375,575.015661621,26043674.9651,94011700.8759,0.00248140469426,5.74194725026,1.8,3.3,27,0.0278,0.76
1860,6.71389917142e-9,-348.222720105,0.373046875,574.990783691,31895994.3996,120974735.24,0.00173018634567,5.20008532383,4.48,3.05,14,0.0778,0.54
1862,5.91063292663e-9,-283.555805414,0.08984375,575.033935547,43916658.5874,182004782.915,0.00155222129329,4.60629501798,4.94,4.3,25,0.0534,0.32
1863,6.60487481494e-9,-338.874234382,0.64208984375,574.967285156,24075158.7462,85471824.7311,0.00286015877067,5.98823454083,4.41,0.36,32,0.0571,0.84
1864,6.58790080916e-9,-340.086052965,0.30224609375,575.01473999,33159184.9894,127604086.64,0.00250097716499,5.1114757608,4.97,4.1,30,0.0773,0.51
1865,6.24083096568e-9,-305.061608607,0.507568359375,574.950273437,26886832.1248,97280379.1174,0.00217166390693,5.65679443803,4.48,3.41,13,0.0355,0.72
1866,9.41261161895e-9,-642.664060679,0.21728515625,574.97512207,39444374.1858,160073382.265,0.000976556916733,4.76219164294,1.6,1.87,5,0.0798,0.38
1867,4.77532720609e-9,-191.19846125,0.04736328125,574.979333496,47553590.1164,206769787.522,0.000817451833961,4.46733579615,2.15,4.8,7,0.0104,0.29
1869,9.0994074861e-9,-605.859909716,0.61376953125,575.026503906,25012676.2349,89192984.2333,0.00252711961237,5.87910736014,2.54,1.32,32,0.0944,0.77
1870,6.03986275789e-9,-287.779198432,0.64208984375,580.31421875,24043650.8607,83536682.0697,0.00190304650068,6.07241011744,0.81,4.51,1,0.0441,0.85
1871,7.68346293804e-9,-443.455182206,0.69873046875,574.96760376,22976452.8605,80373739.4448,0.00306821492546,6.17568735219,3.21,4.88,19,0.0653,0.89
1874,5.86376323776e-9,-277.180082996,-0.13671875,575.052185059,58741828.2571,258575851.594,0.000762098061203,4.25512309141,2.92,1.13,25,0.0601,0.16
1875,6.97256245115e-9,-376.955158484,0.52880859375,575.013964844,27187114.039,98861239.2731,0.0020848880288,5.61395298312,4.58,3.31,12,0.0781,0.7
1876,6.11666577886e-9,-293.41084793,-0.0517578125,575.071567383,52739766.812,226645865.739,0.000836991485381,4.37247531986,3.58,1.18,18,0.0708,0.21
1877,5.10516849958e-9,-211.012568508,0.125244140625,574.959423828,42011803.4658,174395694.575,0.000943974782612,4.65020314373,4.14,1.81,6,0.0197,0.36
1878,4.14271509637e-9,-146.512160433,-0.157958984375,574.953613281,73567488.141,348692231.076,0.000404253840394,4.03033536097,3.19,2.59,0,0.0197,0.07
1879,8.14862245273e-9,-493.536011323,-0.15087890625,575.005217285,70796401.306,308407537.826,0.000643680456019,4.10517325655,0.83,3.84,22,0.0655,0.06
1880,5.84242970556e-9,-270.150445023,0.475708007813,574.937230225,27240342.556,99697483.342,0.00164219984081,5.60374260504,3.7,3.11,3,0.0167,0.71
1881,7.72503663637e-9,-449.894618101,0.373046875,574.982436523,31823008.081,120736053.982,0.00132321512504,5.21098904294,2.76,1.48,4,0.0821,0.54
1885,4.90878104841e-9,-204.725964814,-0.09423828125,574.976257324,63839273.1409,287531245.522,0.000863790709245,4.16376381892,3.61,3.96,25,0.0391,0.13
1888,5.9421182842e-9,-278.290550636,0.709350585938,599.131020508,22131309.4286,77606767.4762,0.00217097468362,6.28001274662,1.09,4.95,4,0.011,0.95
1889,5.5203968974e-9,-253.205854706,-0.25,575.083278809,68185061.8283,290356184.582,0.000521036638966,4.14328792977,3.99,2.02,2,0.0995,0.06
1890,4.79757969564e-9,-192.634013292,-0.115478515625,574.998491211,67181187.418,300603494.953,0.000553826529704,4.13268448184,4.6,2.04,7,0.0449,0.1
1891,9.19536424506e-9,-613.155658933,0.295166015625,574.989763184,34039660.1362,131046731.063,0.00124432465139,5.06368296269,1.26,1.0,11,0.0424,0.5
1892,7.4636258064e-9,-416.689777807,0.65625,574.987939453,23834060.8663,84240913.3944,0.00195937441699,6.03281516805,2.88,1.82,4,0.0625,0.85
1893,7.20866455591e-9,-392.412415534,0.44384765625,574.977788086,28533642.3332,104830193.431,0.00156468381276,5.48673042583,2.88,2.48,4,0.0658,0.65
1894,5.41018155792e-9,-235.186208161,0.026123046875,574.988690186,49936508.5406,216742534.078,0.000866347506826,4.41840860455,2.06,0.81,29,0.024,0.26
1895,1.01169922905e-8,-735.412342451,0.167724609375,574.955091553,42310010.8005,173459064.383,0.000907812260048,4.6569292745,1.3,0.99,9,0.0793,0.33
1896,9.08179915052e-9,-604.401371524,0.81201171875,574.981896973,21245350.0601,73077523.1172,0.00360800681459,6.48419135126,2.48,4.31,26,0.069,0.99
1897,6.81106949822e-9,-363.464435879,0.52880859375,575.020898438,26112508.8356,94145995.3943,0.00174994486976,5.7359597581,3.6,0.52,5,0.065,0.74
1898,6.97937280632e-9,-377.905615952,0.61376953125,575.026245117,24496435.8242,86552702.1056,0.00276847488077,5.96012915926,5.0,3.5,17,0.0814,0.8
1899,5.88520915245e-9,-278.734685834,0.38720703125,575.00640625,29868347.3095,110825131.793,0.0017657848741,5.37836785611,4.17,1.95,13,0.0479,0.61
1900,5.31488448562e-9,-224.443888775,-0.0234375,574.943164063,56857268.8387,253994798.246,0.000792241074088,4.27487471765,3.41,3.47,16,0.0271,0.19
1901,9.72042626788e-9,-683.064217584,0.712890625,575.020605469,22491420.2876,78584221.4093,0.002503960377,6.23366436848,2.4,2.86,14,0.0907,0.91
1902,5.68812280479e-9,-259.483840498,-0.246459960938,575.08862915,68214357.2077,296784452.138,0.000708663128415,4.13565756255,2.28,3.07,23,0.0815,0.07
1903,6.80599416907e-9,-355.522092836,0.383666992188,574.997741699,29961911.811,111903633.318,0.00159847688963,5.34532227963,1.75,2.15,13,0.0145,0.62
1904,9.6445197171e-9,-672.519129232,0.41552734375,575.024316406,29980826.35,113034335.414,0.00176093217536,5.32949736662,1.96,2.89,18,0.0794,0.6
1905,5.47661641501e-9,-243.001996229,0.373046875,574.95234375,30653370.7533,114568065.476,0.00170273466219,5.29885501228,4.09,3.85,10,0.0234,0.6
1906,7.93647332873e-9,-468.701675999,0.0615234375,598.202075195,46393138.4533,198691394.11,0.000788338878092,4.50663220391,0.49,0.67,20,0.0194,0.3
1907,4.73466385053e-9,-186.175085674,0.0048828125,574.962807617,51945367.712,230637139.496,0.000736141448357,4.35855356953,3.25,4.19,7,0.0189,0.24
1908,3.70611791915e-9,-125.563430769,-0.200439453125,574.983239746,78055657.0422,370086224.511,0.000435625864418,4.00135948366,4.53,3.74,5,0.0176,0.04
1909,5.68563321663e-9,-261.721189312,0.04736328125,574.959880371,51061405.7773,220657059.335,0.00100928225081,4.39642853166,3.61,4.81,17,0.0426,0.24
